age,male,_2015_1,_2015_2,_2015_3,_2015_4,_2016_1,_2016_2,_2016_3,_2016_4,_2017_1,_2017_2,_2017_3,_2017_4,_2018_1,_2018_2,_2018_3,_2018_4,_2019_1,_2019_2,_2019_3,_2019_4,_2020_1,_2020_2,_2020_3,_2020_4,_2021_1,_2021_2,_2021_3,_2021_4,_2022_1,_2022_2,_2022_3,_2022_4,_2023_1,_2023_2,_2023_3,_2023_4,_2024_1,_2024_2,_2024_3,_2024_4,_2025_1,_2025_2,_2025_3,_2025_4,_2026_1,_2026_2,_2026_3,_2026_4,_2027_1,_2027_2,_2027_3,_2027_4,_2028_1,_2028_2,_2028_3,_2028_4,_2029_1,_2029_2,_2029_3,_2029_4,_2030_1,_2030_2,_2030_3,_2030_4,_2031_1,_2031_2,_2031_3,_2031_4,_2032_1,_2032_2,_2032_3,_2032_4,_2033_1,_2033_2,_2033_3,_2033_4,_2034_1,_2034_2,_2034_3,_2034_4,_2035_1,_2035_2,_2035_3,_2035_4,_2036_1,_2036_2,_2036_3,_2036_4,_2037_1,_2037_2,_2037_3,_2037_4,_2038_1,_2038_2,_2038_3,_2038_4,_2039_1,_2039_2,_2039_3,_2039_4,_2040_1,_2040_2,_2040_3,_2040_4
73,False,58285,58057,58057,64232,62498,62254,61899,71559,71360,70741,70652,104466,104128,102271,102186,75929,75859,75760,75614,76937,76827,75047,74929,89671,89560,89207,88972,93705,93650,93035,92311,88973,88785,88562,88048,119608,119397,117610,117312,114994,114809,114553,114503,112759,110983,109129,109027,115137,113677,113355,112587,115501,115448,114301,113982,107007,106837,106621,106082,102917,101619,101495,100935,109774,109599,109500,108776,115478,115244,113676,113518,122995,122795,122720,122434,110208,110090,109735,109518,108194,108103,107978,107839,112089,111955,111583,111259,128189,128087,127960,127782,123546,123500,121575,121221,103731,103543,102978,102683,124428,124238,123936,123782,137646
74,False,70157,69965,69965,57468,57376,57376,56233,61746,61029,61029,60728,70609,70173,70173,69549,101951,101371,101270,101094,75614,73832,73667,73589,74807,74807,74625,74487,88738,88597,88406,87523,91884,91145,91013,90803,87873,87762,87387,86867,114913,114684,114504,114142,114314,114174,113935,113830,108905,108797,108253,108192,111646,111216,111118,110447,113880,113779,113026,112922,104274,103076,100944,100392,99775,99573,99446,99372,108679,108445,108338,108093,113200,112953,112642,112184,122132,121678,121491,119327,109250,109167,108443,108114,107672,107273,107163,106455,110791,110605,110534,110354,127713,126420,125747,125440,118598,118090,117902,116660,102576,102466,102348,102198,123659
75,False,71978,71580,70848,69717,69283,69007,68814,55797,55571,55131,55015,60455,59816,59761,59656,69446,69256,68895,68200,100923,99746,97883,97149,73396,72176,71958,71852,73013,70793,70615,70133,87023,86486,86091,85882,90101,89776,88122,87908,86771,86498,84844,84643,113814,113430,112792,111911,111838,110659,110124,109606,107864,107695,106002,105897,108319,108227,108118,106282,112447,110386,109342,109108,98749,98385,98158,97864,99010,98508,98397,96515,106358,105163,103923,103726,112135,111420,109433,108084,118724,117552,117250,116590,107154,107087,106788,106599,104664,104402,103855,103671,110243,109970,108979,108250,125021,124308,123920,123111,115585,113762,111894,111404,101906
76,False,75271,75164,75055,70440,67242,67140,66907,68647,68470,68425,68225,54755,54350,54115,53316,59615,59314,56963,56752,68100,67669,67327,67121,94888,94744,93359,93083,70708,69254,68251,67949,69932,69717,69432,68943,85776,84818,84430,84115,87505,87289,86878,86404,84450,83275,83091,81817,111712,111118,110083,108857,107912,107654,106314,103950,105551,105380,105187,104627,105949,105800,105611,103909,108772,107034,106617,106456,97266,96831,96203,94518,96229,96145,95859,95355,103445,103292,102892,102670,106556,106181,102848,102594,116231,115683,115070,114795,105498,105399,105143,104122,103472,103284,103225,102932,108061,107709,107405,106739,122799,122362,121785,121152,110658
77,False,48953,48231,48081,74327,74073,73787,72093,65659,64796,62963,62040,68027,67920,67133,66873,53229,53017,52660,52068,56596,56395,56343,56140,66099,64819,64644,64552,91073,90875,89945,88805,67869,67760,66859,66679,68841,68701,68089,68013,83010,82905,82336,81878,85287,84752,84600,83549,80857,80602,80249,77367,107419,107020,104629,104257,102074,101711,101396,100765,104378,103143,102310,101859,103609,103510,102803,102179,106329,105894,105707,105373,94366,94173,93055,92650,95128,93100,92222,92118,99507,98290,97657,97321,102551,101793,101629,100824,114090,113980,113425,113119,103265,102732,102630,101491,101863,101420,100587,100441,104846,104517,104396,104260,121073
78,False,49763,49466,49323,47989,47905,47784,47695,71690,71551,70515,70353,61708,60554,60169,58772,66752,66605,65288,65079,51846,51597,49592,49548,54407,54024,53809,53569,63303,62796,62611,62485,88090,86981,85707,84092,66586,66456,66250,65646,67662,67004,66702,65645,81706,80958,80190,79978,81817,81698,81572,80473,75987,75851,75055,74980,104153,102392,101579,101467,99526,98784,96955,96833,101615,101406,99427,99044,100588,100275,98663,96740,103146,102032,100032,99243,92514,91911,91627,91378,91900,90380,89978,88837,95574,93374,91620,90828,100602,100179,99606,97472,112710,112579,112446,111307,101366,101075,99290,97447,100129,99621,97166,96687,103207
79,False,60493,60407,60382,49257,49142,49048,48808,46868,46230,46144,45980,70264,68890,68232,68121,58369,57055,56243,55084,64925,64603,64382,64153,49299,49088,48859,48798,53501,53305,52752,50389,62369,62146,61710,61533,83839,83652,81703,80849,65507,64926,63483,63371,65546,65444,65207,64719,79280,79167,78028,77962,80368,80161,80061,79801,74919,74629,73748,73437,100801,100564,100203,98616,96020,95923,95808,95463,98624,98428,98143,97371,95076,95010,94642,94580,98220,98030,97799,97214,91140,90904,89390,86246,88553,88442,87459,87216,90745,90624,88299,87307,97071,96007,95875,94950,110555,110426,110243,110030,97240,96446,96088,94566,95443
80,False,54409,51270,50698,59526,57868,56299,54568,48350,47764,46435,45743,45740,44949,44128,43790,66935,65757,65623,65183,54756,53988,52287,52063,62711,61824,60787,59151,48372,48185,47847,46685,49616,49005,48524,48277,60361,60187,58986,56895,80407,80160,79663,78579,62137,61795,61406,60198,63748,63532,61635,59694,77044,75052,74440,73892,78417,78112,76455,75617,72622,70638,70144,69672,98048,97657,96540,96030,95113,94455,92807,92419,96759,96555,94825,93366,94112,92432,92046,91345,96699,96232,95419,93441,83830,81752,81348,80388,85923,85420,84730,84370,86933,84726,84058,83670,93941,91965,91489,91294,108020,107618,105929,105207,94148
81,False,49854,49645,48184,50036,49839,48687,48578,54253,52104,51083,50419,44917,44482,44242,43968,42419,41671,41381,41112,64323,62609,62382,61969,51822,51165,49770,49419,58705,57363,57017,55284,44822,44709,43332,42676,48059,46592,45657,44751,56395,55584,53833,53324,77185,75264,73999,72352,58171,57526,56842,56794,59567,59407,58945,58574,73679,73362,70921,70583,74606,73861,72902,72745,68604,66549,66090,65154,95400,94243,93695,93076,90646,88830,88216,87267,92659,92150,91324,90113,87794,87583,86333,85163,93203,91952,90222,88680,80003,79298,78714,76091,83727,82864,82441,81757,83330,81428,79161,77167,90563,90049,89223,88425,103749
82,False,68524,66789,66535,47991,47688,47558,46514,48028,47736,45677,45232,48825,46746,44784,44276,42356,42210,41944,41633,40949,40719,40351,38629,61275,60938,60367,60235,48674,46673,44970,44506,54996,54022,52626,52152,41258,41064,40137,40025,44543,43898,41796,40953,52841,51213,51168,50093,70518,70214,68603,68339,55587,55096,54438,54236,58453,57913,56270,55611,68531,68144,66865,66228,72489,71617,71389,69437,63357,62968,62621,62205,90295,89711,88389,88064,86703,86266,85718,83757,89382,88973,86615,85912,82837,82443,81995,81158,86032,85727,83976,83365,75240,74737,74491,73154,81410,80970,79274,79009,76499,75627,74807,74461,88086
83,False,39096,38516,38306,64120,62362,61715,61310,46170,45523,45288,45031,44415,43005,42787,42300,43976,43177,42970,42695,40589,38700,38598,38562,36349,36288,36208,35700,59898,59355,57945,56387,44021,42746,41908,41600,51621,50305,50198,49980,39817,38533,37601,36495,39764,39468,39208,38202,49986,49696,49619,49406,66904,66710,66352,66109,53874,53452,53307,53037,55349,55274,55048,53984,64278,63880,62665,62402,69195,68926,68564,66816,61980,61742,61321,60104,87501,85971,83557,83126,81476,81141,80965,78005,85082,84921,84105,81014,80680,80072,79433,77900,82539,80878,79483,79024,71872,71156,70343,69368,78776,77324,76204,75978,74040
84,False,43630,43430,42450,37380,37285,36130,34784,60687,60018,59390,58969,44730,44499,43796,43680,42058,41756,41381,39736,42484,40624,39715,38979,38386,38207,37953,37729,35101,34997,33957,33330,55610,55087,54884,54319,41078,40870,40527,38869,48980,48455,48031,47744,36014,35779,34918,34371,37827,37228,37118,36675,49112,47729,47429,45644,65856,64136,63507,62889,52971,52210,51718,49226,53598,53535,53454,53237,62305,62118,61301,61031,65641,65345,64533,63658,59800,57833,57615,57347,79645,79241,78107,77723,77086,73998,73624,73231,80537,80188,79433,78530,75972,75634,75271,75132,78753,77168,76091,75481,68056,67651,67310,65554,74430
85,False,40243,39885,37716,41911,41472,40751,39940,34427,34087,33795,33085,56717,55007,52898,51869,41153,39938,39337,37875,38631,38001,37353,35705,38448,38268,37271,36923,36184,35678,35065,34735,32327,32175,31396,29909,51976,50594,48311,47835,37932,37470,36949,36203,46048,45157,44205,43876,34131,33596,32880,32606,36475,35136,34758,34502,45057,44202,43670,42429,62406,60506,59828,59391,48846,47342,47008,45745,52648,51975,51742,51365,59799,59413,57287,55936,62390,61117,60403,59049,56458,56031,54438,54177,75759,75036,73402,72613,72628,71534,70422,69228,77461,75995,75318,74194,73329,71700,70032,67858,73982,72819,71561,69537,63777
86,False,31248,30838,30600,37114,36458,35804,34523,39313,39066,37371,35444,32705,30316,28168,28001,51292,50252,46961,45850,37494,35435,33627,33374,35140,34232,32860,32540,36638,36178,35773,35259,34404,32818,31363,31187,28100,27799,26943,26497,47440,46775,46433,45507,35211,34628,34286,32928,40931,39705,38499,37044,32519,31979,30691,30492,33687,32491,32278,31621,41086,40640,37921,35965,58663,58477,56989,56784,43972,43232,41909,41610,51055,50191,47237,46807,55213,53624,51552,50024,57048,56477,56103,55155,53301,52862,50526,49322,71696,69918,67921,66917,68610,66316,64359,63776,72982,72160,69549,68647,65423,63748,60927,60310,67915
87,False,18805,18712,17233,30039,28984,28841,28516,34487,34252,32734,32367,34892,33372,32838,32722,26435,26013,23785,22080,44922,44214,43585,42492,32845,32782,32147,32107,31796,31650,31456,29675,34577,34349,34014,31530,30800,29268,28686,28622,25451,25175,24919,24725,43700,43325,41783,41578,32652,32135,31262,31171,36841,36629,36383,34907,30112,29819,29369,28586,31157,30860,30501,29992,35886,35357,33657,33010,55307,54481,53937,53102,41048,39937,37372,36862,46497,46275,44754,44191,47724,47312,46886,44899,53496,53240,52895,51496,48773,48501,48256,46355,66393,66179,64951,64423,62801,62303,61346,60576,68365,65821,65042,64470,59284
88,False,23230,21970,21646,15717,15159,14922,14599,28276,28092,26906,26631,32262,31674,30572,29825,32236,32131,31201,30437,21905,21354,21082,20674,42267,39857,39159,36090,31774,31335,31220,30596,29546,29173,29007,28810,30730,29495,29296,28376,28038,27699,27510,26917,24465,24365,24303,23988,41491,40425,39683,39118,30423,29617,29062,28795,34498,34398,33999,33730,25865,24339,24100,21996,29557,28988,28440,27734,32933,32534,32350,31205,52816,52341,50942,50365,34978,34675,33528,32876,43983,43259,43040,42872,44737,42927,41429,40921,49429,49032,48612,48003,44909,44049,42748,42354,63963,63476,62210,61958,60219,58986,58181,57741,64290
89,False,18731,18627,17096,21551,21336,20795,20694,14312,13416,12855,12855,26328,26041,25142,25045,29139,28563,28334,28103,28866,28532,28492,25656,20043,19863,19739,19376,35746,34964,33090,32949,29804,29678,29449,28775,28705,28226,27447,27347,26533,24368,24174,24084,26570,26281,26041,25916,23895,22884,22788,22597,38039,37943,37466,37388,28657,28251,27857,27458,33492,32466,32137,31541,20166,20065,19828,19620,27129,26935,26634,26300,29325,29217,29078,27196,49705,49358,48543,47379,32645,30255,28831,27074,41351,40575,40454,40052,40476,40170,39844,39642,47362,46253,45462,44357,41600,40759,40524,40166,59792,58392,56365,55380,55860
90,False,12531,10807,10242,16803,16614,16355,16294,20474,19582,18479,18105,12774,12638,12497,11466,22182,20377,18532,17336,26259,25814,24289,23713,24565,24108,21411,21220,19183,17868,16731,16517,32042,31765,31480,29465,28422,27965,27528,25727,25688,24746,24322,22858,21676,20671,19837,19362,23442,22165,21846,21576,22186,22003,20627,18719,37058,36832,35897,35777,27213,26680,26204,25535,31010,30610,29143,28398,18994,18465,17820,17605,25761,25503,24042,22164,27045,25910,25546,25020,46067,45548,45087,43511,24780,24005,23343,21682,38486,37997,37484,36575,37844,36775,34883,34129,43829,41750,40941,39258,39474,37668,36195,35621,54161
91,False,7762,7428,7428,9730,8515,7055,6120,16162,15848,15606,14753,16719,16337,16251,16138,11230,10542,10474,10243,15977,15821,15496,15364,22002,20901,19802,19271,21099,20461,20346,20171,15428,15163,14560,12170,28833,27867,27449,26884,24995,23953,23564,23127,20536,19366,17935,17743,17524,17466,17116,16959,21154,20616,20510,19800,18538,17353,15798,14205,34945,34651,33774,33183,25197,23548,21504,19868,28290,27281,26219,25560,16982,16371,15441,15212,21094,20715,18675,17481,24069,23082,22843,22183,41865,40599,40373,39809,20046,19340,19264,18925,35915,33834,33756,32787,33595,32606,31447,31288,35590,34452,33590,33058,34677
92,False,11557,11248,11248,7086,7086,7086,6915,4788,4692,4692,4519,14281,13773,13610,13185,15935,15678,15147,13993,10108,9559,9350,7610,15270,15059,14964,14868,19196,18125,16679,15430,19957,19733,18920,18725,11786,11627,10644,10532,24850,23452,23274,22363,21363,21050,20937,20803,15942,15446,14955,14529,16746,16407,16197,15869,19744,19393,18633,17690,14023,13819,13707,13123,33143,32856,30744,30045,19297,18769,18275,17984,25140,24795,23367,22947,14914,14832,14768,14619,15569,15380,15014,14512,22074,20879,20627,20094,39058,38109,35600,33993,18436,18143,17915,17744,31675,30105,29333,25609,30232,28888,26871,26191,31430
93,False,7398,6963,6963,11108,11108,11108,11021,6915,6915,6821,6709,4410,4317,4317,4200,12716,12540,12455,12239,13912,13820,11919,11711,7536,7536,7536,6971,14624,14541,13331,12004,14864,14647,13965,12832,18631,17410,17035,16906,10447,10344,10242,9897,21995,21452,19502,19298,20172,19168,18785,17268,14423,14330,14169,13882,15392,14662,14231,12460,17055,16924,16302,16196,12268,11712,11632,11545,29855,29563,28356,27039,16680,16564,15790,15233,22297,22118,21786,21466,14508,14437,14267,14190,14403,13821,13645,13454,19037,18932,18282,17624,33727,33241,31626,31571,17636,16901,16855,16478,25477,23955,23057,21769,25876
94,False,8854,7210,7003,6339,6339,6091,6091,10919,10919,9378,9173,6646,6437,6437,6113,3988,3745,3536,2903,12156,11819,11424,11424,10738,10738,10738,10387,6890,6890,6656,6465,11697,10516,10352,10301,12495,12311,10288,10204,16694,16376,16210,15602,9320,8668,8485,8364,19000,18900,18779,17225,16999,16496,16429,15897,13596,13489,13278,12460,11673,11496,11089,10985,16077,14656,13073,12887,11441,11160,10480,10368,25244,25181,25058,23169,14824,14560,14278,13956,20770,20654,20540,19666,14084,12376,10898,10716,13298,12944,12913,12585,16068,15953,15355,15180,30893,30590,30470,30373,15597,14030,13642,12872,21407
95,False,4813,4442,4224,6814,6814,6636,6530,5633,5633,5461,5285,9173,9109,8532,8532,4517,4517,3382,2737,2903,2903,2558,2558,10147,9938,9454,9454,10255,10255,9943,9376,6249,6201,6127,5919,10267,9889,9204,8962,10017,9425,9096,8466,14591,13903,13783,13205,8067,7340,5690,5563,16724,15053,14498,13778,14111,13981,13864,13746,12323,12207,11551,10884,9715,9020,7421,7303,12576,11195,11029,10426,9798,9406,8464,8381,21710,20014,18446,17308,12589,12436,12345,10723,17996,17772,17541,16583,10282,8914,8299,8095,12125,11989,10691,10427,15057,14688,14618,14508,29893,29104,28459,26362,11925
96,False,1211,1211,1112,3785,3040,3040,3040,6396,6060,3983,3983,5285,5047,4851,4529,8532,8330,7032,5676,2737,2737,2737,2634,2558,2510,2510,2510,8428,7736,7736,7056,9191,9096,9096,8988,5701,5215,4997,4681,8590,7345,7137,7105,8218,8012,7744,7744,13013,12123,11865,11765,5226,5111,5006,4741,11854,11683,11145,11045,13130,13064,11253,11201,10710,9807,9194,8980,7184,6700,6611,6457,9853,9732,8911,7998,7699,7622,7323,7233,15470,15330,15131,14773,10600,9673,9590,9470,15855,15547,15308,14951,8010,7723,7487,7266,10263,10061,9893,9282,13223,12511,11696,11474,25960
97,False,2532,2532,2356,749,749,749,749,2615,2615,2000,2000,3983,3983,3983,3983,3904,3904,3325,3140,5676,5676,5558,5558,2321,2321,1301,1301,2510,2510,2510,2294,6454,6454,6243,6066,8888,8888,8888,7484,4681,4681,4453,4338,7105,6974,6974,6403,7121,6946,6946,6946,11675,11675,11003,10353,3333,3333,3096,2936,10920,10706,10515,10300,10987,10804,10245,9846,8189,8112,7930,7473,6242,6145,5978,5978,7898,6834,6073,5528,7090,7017,6846,6615,14540,14333,13408,13408,9338,9302,9061,8962,14721,13551,10717,10260,7070,6462,6350,6031,9165,8861,8789,7993,9797
98,False,3362,2636,1292,1580,1580,1019,1019,749,749,749,542,2000,2000,2000,1731,3983,3796,3796,3796,3140,2898,2898,2898,5392,5392,5392,5392,1301,1301,181,181,2294,2294,2195,2107,5960,5322,5322,5322,7359,7359,6856,6856,4338,4264,4264,4264,6403,6195,4921,4761,6859,6750,6659,4893,10156,8888,8181,8017,2936,2825,2619,2286,10148,8548,8398,8294,9416,9116,9116,9116,6922,5695,5695,5045,4716,4716,3837,3633,5480,5480,4876,4876,6615,6505,6263,5994,12090,11957,10673,10119,8112,7999,7761,7761,10212,9650,9193,8994,5919,5919,5843,5843,7899
99,False,0,0,0,1292,1145,1050,990,1019,430,430,430,542,542,542,542,1731,1731,1731,1731,3796,3796,3796,3796,2898,2646,2646,2646,5392,5392,5392,5392,181,181,181,181,2107,2107,2107,1988,4819,4819,4819,4070,6856,6856,5567,5567,4264,4264,4264,4264,4761,4761,4761,4761,4735,4735,4735,4735,8017,7361,7361,6992,2286,2116,2116,1798,8138,7942,7338,7213,8599,8503,6912,6912,4866,4866,4745,4614,3495,3495,3495,3266,4876,4876,4753,4592,5279,5279,4948,4885,10119,9006,8881,8881,7645,6211,6175,5316,8394,8394,8394,8090,4505
100,False,0,0,0,0,0,0,0,990,799,799,799,430,430,430,430,196,103,103,0,1731,1731,1731,1731,3683,3260,3260,3145,1562,1562,1562,1445,3801,3219,3219,1168,181,48,48,48,1988,1640,1640,1640,3150,2626,2092,2092,3780,3780,3434,2578,2767,2651,2651,2651,4596,4544,4544,3734,3865,3688,3688,3688,6862,6862,6862,6862,1562,1362,1278,997,6401,6192,6089,6089,6912,6912,5101,5101,4614,4614,4508,3947,2675,2675,2249,2249,4592,4332,4122,4122,4780,3805,3709,3527,7868,7785,7718,7718,5042,4624,4515,4381,7886
101,False,0,0,0,0,0,0,0,0,0,0,0,799,799,302,302,298,298,298,298,0,0,0,0,1731,1731,1731,1731,3145,1291,1182,1182,1445,1445,1445,1445,1088,981,981,981,48,48,48,48,1640,999,615,615,2092,2092,2092,2092,2350,2350,2350,2350,2651,2651,2651,994,3734,3734,3633,3022,3480,3207,1694,1694,5330,5294,3686,3686,997,682,682,555,6089,6006,6006,6006,4697,4697,4697,4697,3947,3276,3276,3024,2249,1954,1954,1545,4000,3786,3688,3488,3346,3346,3264,3264,7718,7718,6447,6315,4381
102,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,302,215,215,298,298,298,298,0,0,0,0,1731,1116,1004,1004,1182,0,0,0,1445,1359,1359,1359,981,981,777,495,0,0,0,0,615,615,615,615,2092,2092,2092,2092,2350,2350,747,747,994,764,764,180,3022,3022,3022,2793,415,415,325,325,3686,3051,3051,3051,555,348,348,348,6006,4599,4143,3573,3084,3084,2963,2672,2872,2872,2872,2368,1545,1545,1545,1545,3488,3488,3432,3432,1883,1883,1883,1689,6186
103,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,215,215,298,298,298,298,0,0,0,0,1004,1004,1004,1004,0,0,0,0,1359,1359,1359,1359,495,495,495,495,0,0,0,0,615,615,615,615,688,688,688,688,747,747,747,747,180,180,180,180,1588,1588,1032,823,80,80,80,80,3051,3051,3051,2034,348,348,238,238,3573,3354,3237,3144,2672,2395,2395,2395,2368,2368,2368,2368,1545,1395,1395,1395,3167,2525,1861,1861,1169
104,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,298,298,298,0,0,0,0,1004,1004,800,228,0,0,0,0,1359,1359,1359,1359,495,495,495,495,0,0,0,0,615,615,615,615,572,572,572,572,747,747,747,747,180,180,180,180,97,97,0,0,80,80,80,80,2034,2034,2034,2034,238,238,116,116,3144,3062,3062,3062,2296,2296,2296,2296,1759,1759,602,602,1193,1193,1031,820,1861
