Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
68,23837545.2577532,23123227.8166751,80776579.5828717,70887945.4274144,11814657.5712357,461646.141306727,178611.782727081,105799.310063242
69,20951620.9622252,20184067.9471918,71208946.1162992,71106124.1092293,0,511219.902432825,182040.869903774,106131.775281142
70,23879599.3497459,23125949.4904409,80812740.2925166,70917834.1866708,11819639.0311118,490870.949550844,185774.245477761,110006.663252037
71,21069517.7969392,20269640.2988158,71515864.8297526,71383227.1006279,0,529711.984095949,192736.835223934,110612.398290765
72,24551290.1279688,23767954.494498,83040820.3964593,72871109.5171215,12145184.9195203,509885.102511758,195864.19762858,110837.619043587
73,21466308.3792086,20685101.7759528,72965859.5512333,72831931.4792327,0,510694.795536533,192931.331174868,110829.252206216
74,24812738.6141476,24031492.8403559,84007107.1842202,73706544.2010534,12284424.0335089,509243.196164085,194528.32725001,110677.500539447
75,21893372.8467044,21066986.3594712,74377399.0475421,74239519.1858138,0,551972.295509588,196306.299491037,111582.703189423
76,25243217.558718,24458128.2025075,85511110.42156,75023062.4553417,12503843.742557,505528.845058384,198850.148337962,115300.518305916
77,22210171.7441589,21409895.3268833,75520044.7060892,75391148.1486403,0,517289.63737084,201304.186759922,116689.418778353
78,25557413.468796,24696983.428196,86189678.2706167,75634660.9719352,12605776.8286559,579942.670998163,200818.778733951,113812.272668476
79,22496780.1476657,21650683.7899635,76308078.4672076,76175154.6883734,0,561102.812111752,202891.659086828,117288.409290897
80,25812590.6959315,24976555.6415065,87182282.7891652,76498415.7614718,12749735.9602453,545342.744040178,207111.827712118,119400.689532431
81,22927967.8664426,22099463.1607565,77900433.0486128,77746857.680207,0,537873.341195114,206264.53176449,120524.046752178
82,26365099.9793322,25540026.6467805,89085994.5436784,78164752.2231594,13027458.7038599,534974.934477229,206439.356571554,119512.916432808
83,23324388.3623063,22495353.9406133,79285829.2204591,79156682.1309986,0,539519.822147867,205435.703618964,120112.708465956
84,26982675.1357078,26117697.0569211,91111405.9094461,79967834.7391422,13327972.4565237,579903.413826766,203927.26172125,115924.861769498
85,23746158.0677799,22892847.9963269,80591722.8051592,80476259.9411374,0,565656.18746929,206219.609947062,116334.677195147
86,27460748.674497,26610577.3723308,92800293.7717642,81436568.7904719,13572761.4650786,559946.727789646,208820.346328775,116291.754353907
87,24096588.1906727,23275733.634692,81948721.2674575,81807877.8816726,0,527206.857664863,210646.220473323,118573.539774942
88,27913050.1730165,27068380.9446591,94363159.2135435,82807301.7167215,13801216.9527869,553682.106835867,207871.822809503,118736.141017131
89,24555863.9439471,23702753.8875157,83382888.4416597,83252635.6902856,0,546857.165495089,219127.06900733,124465.459898591
90,28479323.3648564,27592427.9089357,96162401.581743,84390103.9468534,14065017.3244756,595406.06736311,209626.33462216,116947.219907851
91,25158508.1640328,24284738.7565266,85479079.8698683,85358861.8492558,0,568123.540645512,219037.296536351,123726.5290348
92,28897053.9224436,28037124.7845189,97759802.0816379,85805541.3998105,14300923.5666351,553682.987596785,219207.372703621,124341.110891833
93,25467207.0905913,24570391.8674562,86570870.1344791,86433789.0872241,0,581925.525631831,225280.415150154,128013.260504341
94,29327360.8544456,28447596.8017038,99242810.0549516,87095313.7209058,14515885.620151,575334.434388339,217722.651834694,123867.095026844
95,25915442.6722037,25020105.8774415,88174281.0685604,88042284.1487306,0,594903.783360884,216839.060921218,119419.92925721
96,29999617.9360465,29144619.6341397,101628812.152408,89199046.6275036,14866507.7712506,550507.271191469,219266.90796777,121748.746782166
97,26235065.9281259,25377139.353824,89321528.7869151,89191811.5095437,0,548645.781477552,221701.479335088,125113.304984766
98,30292751.6404025,29375377.7574327,102438967.955346,89916358.2886467,14986059.7147744,606036.44441551,222612.869987062,126749.383667383
99,26565345.217825,25627367.089216,90258083.0289109,90136720.2492908,0,626293.256012792,224214.577599108,124957.564281616
100,30640533.3135809,29727879.9317503,103671093.304692,91001494.4176605,15166915.7362768,595676.077805599,227346.935226465,128043.383998015
101,26818739.7851089,25880723.8080237,91067667.4924649,90952608.2853309,0,610395.239022656,233487.160351313,134476.539587421
102,31212125.0901574,30279994.1714333,105467260.631916,92576572.6693634,15429428.7782272,604923.854302249,234309.791727885,132710.389562756
103,27572660.906939,26602417.5613937,93543619.9107769,93438732.2079109,0,654352.806608369,227346.214707054,126491.891756962
104,31514477.702419,30524012.1586057,106306273.429003,93311645.571639,15551940.9286065,661490.787881039,235089.370777919,134121.978791938
105,27892442.0499198,26906712.7227067,94613738.9625417,94497068.4400521,0,644478.188033458,244233.471327943,138596.668359656
106,32157329.4042979,31160506.2116278,108491194.169003,95212542.1652836,15868757.0275473,665279.544494819,238150.901015201,133418.210228699
107,28343080.436821,27348006.2339219,96135495.5617941,96007309.587459,0,660717.276962975,240610.599893511,133923.322917903
108,32689733.6939134,31717017.2281109,110397450.841029,96899727.640986,16149954.606831,636930.302104231,241024.372852626,135373.986922418
109,28897598.5793744,27946763.7560373,98243224.3799389,98134352.2378406,0,623067.309614445,235250.966030386,132166.496703238
110,33069686.8345164,32103924.8473755,111823423.738159,98172784.7497253,16362130.7916209,626036.250383269,244493.526193113,136046.015092125
111,29152086.6566105,28154447.9955718,99058141.652172,98958546.999439,0,658002.78384879,245392.020430484,134634.081084919
112,33439755.8637539,32419301.4722847,112999407.576448,99201071.0542485,16533511.8423747,676759.224303119,248504.242171356,135987.035706765
113,29429156.8607889,28405287.7997393,99979645.4318957,99866682.8412408,0,677468.619547537,251092.304770644,136154.481044864
114,33690196.4698164,32677158.5222304,113969687.461899,100042988.370206,16673831.3950344,663481.104842721,252665.540684062,138416.14579887
115,29586583.6545266,28544566.1720301,100546192.922552,100436473.843544,0,687230.08574533,254643.085360854,143063.301986231
116,34166908.8349792,33082870.9614453,115408094.903,101314180.075201,16885696.6792001,739864.600418051,248850.006011337,136176.09586349
117,30022733.7657737,28980581.0246599,102077493.512108,101955205.824063,0,685851.928111087,258479.308490721,139745.006445783
118,34662903.5738977,33645782.8059881,117294790.512386,102972080.41329,17162013.402215,666458.7290422,253085.456766261,139395.117287343
119,30607918.7850129,29517468.7817303,103913884.759063,103794909.740971,0,741662.299881074,251635.897775455,138788.293751602
120,35399571.3489578,34339206.352845,119729008.518004,105093340.130998,17515556.6884997,700272.10535243,260291.852231862,142572.912183583
121,31246919.0773259,30170603.8384314,106209417.798078,106092664.844558,0,722438.764390119,256791.591198283,138692.690437327
122,35975610.3861325,34935259.2642454,121820106.432797,106931576.823665,17821929.4706108,685364.816228951,257580.43915806,139151.237857187
123,31508268.649515,30461047.4858155,107262167.364836,107128712.714347,0,686573.612701876,261398.809914043,141783.915833717
124,36129223.4628488,35076047.682152,122277568.243492,107324209.356516,17887368.2260861,688523.923190638,263325.251662484,144752.294062342
125,31909368.1018887,30808118.9572691,108485102.817237,108344583.018108,0,732805.419632268,266987.699254016,144937.179619007
126,36836060.3169364,35777921.809078,124790943.526174,109534742.404459,18255790.4007432,687522.072919574,269019.297936783,145138.767145839
127,32227582.9368448,31150917.8774882,109705617.600556,109561076.084302,0,697931.84003146,275316.15882062,147738.657863585
128,37344765.8943576,36280504.4934477,126544172.184923,111077065.317432,18512844.2195719,692086.781465439,269274.718733713,146999.858158192
129,32689243.1210514,31566911.267951,111081631.016132,110955481.407487,0,755464.221309099,266956.095077037,142730.766734685
130,37635636.090706,36515299.2145374,127265084.179864,111716996.200526,18619499.3667543,741050.25943473,277399.417421989,145553.141874156
131,33214917.3825289,32063796.143819,112833065.812397,112693155.271566,0,773239.820764803,274551.502820722,147614.164463409
132,38428128.3928073,37298793.1472311,129960231.054662,114082824.341506,19013804.0569176,759890.02148529,268613.254517169,144045.670819664
133,33682301.5237253,32540623.137842,114417698.926706,114304402.590211,0,765252.601723704,275598.138851963,144039.493296638
134,38736259.0153445,37623227.2255014,130985378.172157,114986471.360507,19164411.8934179,730124.542710884,279498.766886818,147726.40035065
135,33965521.4554845,32835186.6618841,115449371.780358,115329204.148361,0,755257.551189735,275544.748960412,142189.276357507
136,38991213.2338496,37857906.259737,131829827.948358,115733602.260866,19288933.7101444,748128.909527309,283227.766894241,145643.282415811
137,34101408.0923391,33017944.0154616,116105077.812016,115990016.917268,0,691596.201614221,287092.49263421,149679.118041477
138,39430348.420644,38269350.7452666,133204145.014276,116934030.896084,19489005.1493473,760368.855111891,293274.037101138,153363.975949198
139,34739875.6012991,33574442.601681,117982174.247752,117857117.903133,0,761028.263167719,296234.035023674,154529.573466696
140,39972083.5654953,38813799.9985453,135114491.067252,118589173.496549,19764862.2494248,765407.067463746,287240.053224251,150909.208945708
141,35210470.3586907,34016507.0387599,119560017.566996,119406496.189884,0,787214.071668827,297186.256556461,156518.559579404
142,40468412.3782512,39259663.8376514,136682448.853295,119982259.184845,19997043.1974741,800232.727282479,298730.243319524,156836.528568378
143,35867698.7480422,34638189.5599793,121749640.822826,121620019.08018,0,822625.224478299,298385.95748996,154997.151563758
144,40965912.3062317,39769691.7499084,138403501.454159,121513283.233296,20252213.872216,784086.172774873,301581.180072969,157933.147822042
145,36150354.4023261,34952208.1652237,122763385.879455,122656002.139442,0,793426.257755353,297125.144666674,153706.906686161
146,41344543.3044944,40114913.4692744,139537827.948444,122521715.57775,20420285.9296249,823085.724937115,297798.573607574,155350.766678979
147,36458922.8672262,35232332.110296,123694827.294502,123580238.90776,0,814964.777388925,301090.118083688,157908.37351078
148,41969631.6814423,40786525.0600737,141824982.688813,124517867.895724,20752977.9826207,780939.406819339,295147.345560763,152885.527126448
149,36969580.9652908,35773808.3698144,125608262.686952,125489095.673304,0,792736.275217946,297467.072063395,150813.211707296
150,42588347.2948414,41393426.5578161,143983503.727966,126394064.960884,21065677.4934806,790771.480781412,296274.80095848,154106.364693524
151,37406737.1819833,36178321.4043348,127105383.051138,126953267.553391,0,820574.334916036,298160.477216937,156687.093593599
152,42907124.8787858,41668786.8188693,144965672.343221,127263885.109537,21210647.5182561,836659.810566795,295720.06020249,151368.841638874
