Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
107,154744,692192,869723,937526,236123,916104,1127239,1124600,1219514,1169962,938869,976543,840585,730922,577981,534202,401891,345895,194324,90958,41629,14053
108,150809,685711,855924,957778,205318,923726,1124479,1124706,1230902,1158078,960286,980065,822355,754917,579627,528434,408256,341043,203219,90529,41767,13932
109,160532,685861,843652,957851,195174,913630,1124099,1126751,1230419,1156053,977981,988359,823714,755467,597104,516008,414481,341260,202968,91738,43254,11835
110,161382,684439,846255,940487,194860,919805,1117963,1127499,1220441,1171270,981233,986377,813975,772814,604902,512501,419914,340375,207240,92219,44523,12371
111,162914,677415,846617,929174,200684,915607,1122117,1129622,1211864,1167706,986658,984544,822769,775803,611686,508881,432849,334757,211417,93614,43365,14330
112,168212,673740,839583,929305,207276,899893,1122577,1106220,1223845,1187631,992901,977000,825248,773424,616042,515596,441049,331915,207758,100452,41833,14555
113,158915,684066,833041,925218,205457,893376,1123040,1106968,1208957,1202854,999357,963883,838283,784399,611507,515861,447286,333939,210190,103551,41729,14645
114,168726,683853,843445,908245,196873,889968,1124275,1099886,1197370,1236146,990407,977182,840297,779858,620159,520821,446546,330522,218624,106258,42588,16375
115,165645,676764,839749,917871,181589,881068,1133328,1097500,1183089,1248786,995038,970990,847243,794439,618097,530089,441883,334812,222075,106530,43500,15213
116,166945,662797,842724,922404,182393,871384,1145293,1086234,1169197,1262886,995417,969237,855132,799002,633826,529496,435176,339259,225097,106705,42869,15173
117,173668,657110,844848,921446,177290,865969,1153126,1081725,1167624,1248356,1015646,969545,864549,793865,628398,540967,425533,345824,233408,104645,42083,15784
118,165663,666355,843899,904328,189485,844703,1173030,1076143,1164026,1228222,1057106,964576,871014,778339,647407,531557,440671,335070,235748,108902,45109,16030
119,163542,658483,849887,885562,205895,831276,1154865,1087286,1165862,1230316,1073147,957927,868251,788200,650996,535361,439723,333569,238718,110993,41779,18528
120,164125,661623,843479,880680,208886,823905,1149994,1089942,1156019,1248256,1075979,946837,885596,785940,660774,531068,442669,335391,240101,114812,39664,17929
121,159876,662893,841564,882042,210573,810803,1152885,1099738,1144250,1249994,1079278,943344,894049,794931,671477,527659,444536,341225,238768,113171,41007,18522
122,162414,660128,841739,897451,180927,825143,1127233,1117718,1134294,1249059,1092862,939665,902832,811999,666735,528269,444785,344738,238865,114900,43713,19295
123,168869,646404,855246,882351,173123,820434,1123982,1123311,1137599,1245308,1100348,946190,899708,813270,680473,525197,450268,344448,243131,116141,43978,20111
124,165062,649602,848116,884488,167701,802199,1140211,1114950,1136785,1243295,1113407,947498,908701,812146,683979,519205,461693,341841,246351,119334,41738,21047
125,166673,652680,843457,885224,165014,785188,1152349,1117753,1132709,1227534,1133599,936036,925122,814548,685227,527642,461694,344130,240335,121471,46748,22635
126,163165,658185,841503,879379,182665,759043,1155557,1118219,1134752,1214312,1148105,929092,943652,812692,681069,539418,459717,347478,240948,125542,47911,22550
127,157044,660522,846643,869576,176031,758189,1147667,1124672,1122881,1212666,1161563,925059,954112,815133,692516,533303,470095,337978,253716,124592,46681,26562
128,162453,663969,836204,855777,191318,763154,1125073,1121204,1122554,1224640,1148051,946805,958398,796550,715308,534012,468335,343658,243995,131182,45932,27235
129,160377,658935,846077,843505,199517,756906,1102894,1120824,1125066,1222396,1146083,966529,963888,797218,715586,550066,457620,345949,246641,128341,46914,26330
130,163766,659968,845821,845906,190537,748522,1108740,1114688,1125814,1212711,1160895,969080,963246,786488,730563,555761,457191,348493,250799,128679,50508,24723
131,164459,654652,840329,846268,192536,735210,1110366,1118982,1128207,1204804,1158481,978029,963287,795815,734446,563876,454565,354491,247822,130865,48187,26415
132,165361,658585,841577,839234,179007,748870,1101305,1119477,1104563,1215404,1178646,983670,954565,798291,738250,566008,459235,360636,242047,129419,52714,25907
133,166317,660594,842784,832692,172824,750966,1092863,1119871,1105595,1201826,1193799,990285,943460,808062,749528,560392,463336,360434,247691,129981,54359,25597
134,171882,655008,852579,842980,164631,742186,1081058,1121577,1098103,1190504,1226802,981004,955472,811032,745073,567747,466898,360405,248520,131945,58808,26242
135,180300,653294,842409,839284,170286,747585,1055713,1130874,1095717,1176676,1236499,986415,947398,820475,759421,566150,475064,356525,248427,133682,57913,26106
136,184084,657001,828547,842259,175378,746912,1046833,1143135,1083950,1162767,1251027,987655,946293,829765,762485,580931,474265,350226,252153,133415,59392,26376
137,190738,652061,829583,844585,173404,747928,1036315,1151076,1079366,1161330,1239775,1005946,948779,836365,759095,574481,483893,339508,258614,143031,59763,24198
138,189345,660045,830823,843636,185454,718760,1029246,1171210,1073656,1157411,1220085,1046771,944501,843558,740110,593655,473238,352710,254312,141262,60528,27691
139,197582,670099,820195,849624,173586,711862,1032229,1152736,1084680,1160640,1221534,1061344,939902,840640,749455,596744,479485,352781,250727,144463,62114,27920
140,190007,676415,824268,843216,167162,713404,1027849,1147865,1087336,1150894,1241056,1062250,929725,858656,743367,608641,476248,359022,256314,142391,62648,23998
141,184306,682378,821289,841301,171169,710759,1017983,1150756,1097844,1140192,1240886,1064743,923481,867409,750044,620795,467295,359055,253617,143726,59676,24649
142,178117,686542,821062,841476,174050,722503,1004136,1124596,1115180,1130031,1241350,1077272,921373,876972,766290,615960,461668,362766,255937,148635,54334,26447
143,168947,698668,813695,854983,169912,711541,991623,1121345,1121622,1133240,1237705,1085365,927347,872102,769448,630807,458150,364426,255825,151314,56275,27526
144,168353,701360,814379,846658,171509,712081,967766,1138163,1112603,1132524,1236873,1098979,928824,878327,768052,641140,446855,380620,252122,152093,58212,24993
145,175284,699900,819068,841999,168196,716130,949496,1150301,1116064,1127892,1221199,1119683,916868,893838,772328,635607,454097,382721,253860,151924,58545,25578
146,174926,701494,821065,840045,164593,713888,941143,1153368,1117291,1129404,1208771,1135003,914673,907289,770623,628969,463800,379835,259290,154148,56561,27188
147,167259,710571,817281,845185,163256,705422,933655,1145387,1123909,1119180,1204327,1148788,910247,917489,771971,644039,461833,389102,249896,160785,54739,27893
148,166809,707260,826137,835009,162344,693056,953123,1122450,1120560,1119286,1216553,1137298,932339,920808,755728,664219,466823,384544,255943,158352,61831,26031
149,162274,714531,819027,844882,157535,685593,954825,1100063,1120334,1122094,1215401,1136370,951539,927699,755821,665487,482939,379391,252042,164085,60900,27186
150,169866,712378,823449,844626,156801,688728,937227,1106086,1113855,1122842,1205367,1153850,953732,929497,744995,677134,490413,381523,250518,164368,65820,26539
151,169109,713127,818939,838849,168965,676926,925135,1108240,1117484,1125304,1198450,1152371,960156,930196,755549,681633,495736,369842,259762,161366,69920,25992
152,166726,708810,823704,840097,162464,676393,925447,1098998,1118095,1101111,1209151,1171426,966728,922316,759640,680977,500768,377171,266759,156808,65612,30425
Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
49,195587,917628,1127523,1139748,251166,993475,1173238,1007284,1009891,854687,814998,672116,633455,550174,513030,422931,269992,197564,134033,65172,22266,3321
50,195475,923708,1121482,1140328,254485,979552,1188805,1011894,1006565,846040,834158,677736,629982,553867,518553,427891,274878,194272,135216,65433,24548,3543
51,201159,917978,1126435,1142745,237429,989885,1186417,1016774,1007311,854067,838291,683190,622704,570728,512820,431197,279272,190959,137970,64602,23207,3183
52,207659,902264,1126991,1119051,249723,988337,1207683,1020503,1000973,856003,837851,690440,633289,576275,507327,428536,286449,187668,135255,66326,22263,5407
53,207517,895686,1127869,1119052,237207,986562,1224073,1025569,988832,869255,852787,684204,628303,580875,509985,428759,295235,189853,133883,72347,22197,5639
54,199091,892465,1129104,1112077,246677,964767,1256464,1013769,1000968,873193,845676,692110,631790,579555,503292,434345,299525,188501,139582,71797,22345,5049
55,183654,885239,1138000,1109955,254897,941849,1267039,1019187,995772,880938,858437,690500,641399,583169,502131,443915,297591,188977,134738,76361,21739,5277
56,183329,875555,1149965,1097898,232413,951067,1281367,1017215,995981,888734,860158,712835,636681,573707,510870,443532,301880,191585,129776,77252,22990,5277
57,177870,869812,1158139,1093389,226674,954853,1264722,1037230,996388,900892,853958,710689,647073,568692,514247,451452,304124,194062,128590,80822,25027,5277
58,191960,850153,1178795,1085789,216038,961947,1244834,1079953,989794,906248,835960,732291,639178,585538,501988,456462,310554,193070,130437,72949,28844,4044
59,207254,836726,1160541,1096081,220908,959571,1247225,1094577,985425,905015,841470,734485,646707,584504,506657,454259,319436,189325,134989,72701,26495,5672
60,209785,829355,1155670,1096846,223413,947510,1266264,1095674,970778,927569,835740,748023,640260,588059,509317,453796,326108,188061,133556,73784,27486,6581
61,211484,815975,1160388,1106622,213322,943231,1269235,1097148,968170,936524,839603,762830,638965,587768,514255,451610,332007,189697,124851,84370,25289,7314
62,182118,829555,1135496,1124858,211684,934315,1269046,1111172,962915,945260,857890,758175,637280,593382,515418,455483,330461,191459,124017,88679,24847,7410
63,173977,824801,1131273,1132113,209120,939131,1264660,1118702,969348,943033,858326,776031,634993,598635,511446,463202,331293,192880,125498,86899,24128,7741
64,170289,804383,1149984,1124042,212303,932837,1262458,1133376,969712,950511,859745,780126,627026,609555,515910,464414,339237,187008,127681,85722,24493,7373
65,167830,788800,1162122,1123825,218766,925420,1243833,1156355,958231,965595,859787,779819,637450,613781,518678,461470,341297,198543,130310,84351,26768,7435
66,183976,762655,1164799,1123163,220174,927291,1230592,1169180,954406,986524,858169,769368,651905,613595,516342,467126,351328,205210,132816,82741,26723,6175
67,177108,761936,1156465,1130356,212688,920994,1230497,1181218,951241,996591,857082,783782,645691,625014,503607,481057,353686,208355,136695,83793,27518,6253
68,192986,767489,1133282,1127309,218753,915322,1241868,1170072,972670,997638,843994,807795,645708,620252,513768,476621,366410,210258,137976,86172,26931,7184
69,201147,759363,1112707,1127264,240988,895437,1238638,1168937,993871,1004534,847000,803925,659365,612512,520123,473726,370171,214074,138735,82626,30100,7622
70,192287,750979,1118772,1121128,243126,893879,1227664,1184639,998671,1002276,837747,819914,665240,605648,523947,477734,376244,221332,134183,82972,30826,7757
71,194201,737667,1118866,1126110,242503,896919,1220941,1182602,1005983,1003428,846494,823889,670370,596600,538824,472734,378457,223650,133449,83116,30925,8125
72,179497,752436,1109744,1126666,231431,884297,1231036,1203626,1010275,997593,848234,823779,678506,605385,546566,464887,375273,230382,133305,80124,32912,8818
73,173314,754532,1101143,1127544,216511,899750,1218013,1218818,1016279,984143,861474,837819,672881,600735,552322,466354,377594,237979,133533,82584,33570,8818
74,165247,745881,1088590,1128779,218426,890860,1205546,1252180,1006871,996600,865638,831119,681892,603943,549117,461002,385657,241513,134789,85147,34752,8732
75,171113,749717,1066035,1137675,222107,885057,1191499,1261965,1014082,990079,874996,844940,678194,614689,551177,460597,393038,240329,134270,79621,39505,7437
76,176255,749044,1057155,1149640,211260,883847,1178430,1276164,1012111,989816,883439,848114,698804,611387,541566,467688,394870,245488,134715,79153,37991,9277
77,174349,750060,1046309,1157909,201011,889300,1176890,1260722,1032242,990978,894526,841102,693626,623852,536152,474999,401656,249898,134334,78690,39750,9707
78,185715,721508,1039421,1177683,189750,892961,1173252,1240544,1075379,985604,900662,823746,716362,615389,552536,463522,405740,256782,135448,80262,38051,11715
79,175337,714871,1042404,1159094,207772,885736,1176081,1240573,1091178,981235,900108,829501,720853,619509,553173,465128,403750,265931,128363,82776,37058,9014
80,158933,716413,1038024,1154223,223099,873065,1164867,1259884,1091979,968526,921873,826049,731152,612518,558395,462944,401590,271463,132714,79114,37293,11246
81,163052,711960,1026331,1158941,229184,876756,1151732,1262710,1091965,965513,929962,830107,744911,609240,558265,468421,398809,275374,133814,75995,41906,11249
82,165677,724488,1010265,1134049,253382,870794,1141220,1261628,1107487,960599,940037,848860,736530,608210,561796,471279,398849,272079,137805,73026,44358,12006
83,165928,713175,997537,1129655,247043,884216,1144588,1258773,1113821,967135,937770,848601,754469,605045,564750,467547,404094,277019,137832,72164,42502,11355
84,169062,705249,972285,1148366,239499,883689,1143507,1254793,1128013,966720,943982,851250,755485,596871,575798,469999,404065,284828,135009,76484,40530,12867
85,164206,709177,954015,1160504,235969,886949,1142553,1235418,1151000,955877,957207,851193,756994,605834,573833,467232,397848,288086,144054,77213,40655,13508
86,165983,706485,945521,1163352,218308,904172,1145813,1221945,1163816,952183,978104,847258,749215,616501,572229,471436,398467,291987,147817,79754,37981,13881
87,166117,701445,938033,1155018,210760,918913,1131761,1221915,1176506,946971,988236,847313,761940,609837,583987,456939,413108,290752,151125,82388,37517,15326
88,174263,680737,959566,1131835,221784,905064,1131867,1233286,1164084,965860,987107,833042,783088,610829,573165,466354,408691,300408,151435,78940,39732,15339
89,183877,671234,959639,1111595,243979,882072,1133764,1231661,1160642,986742,994811,835762,782207,623794,568739,471714,408303,306135,151491,82869,37973,15914
90,178403,678771,942538,1117660,240756,878600,1134847,1221068,1175992,991459,990903,825895,798944,630315,566766,470507,408090,308186,156057,81574,36715,16567
91,185543,670874,931225,1117984,237922,886416,1137986,1213412,1175398,997631,991951,833905,801516,637392,558762,485136,398593,310419,162989,77961,37234,16227
92,185326,672196,931356,1108862,230453,894231,1114292,1223583,1196126,1001625,984969,835359,799950,646587,567235,494304,390035,309616,164342,77876,38145,16203
93,179682,678950,925158,1100261,216770,908771,1114827,1210455,1210778,1007858,971089,848524,816375,641623,565931,499239,392454,311857,165828,81646,37763,15079
94,183336,689774,908358,1088375,226056,900945,1107627,1199975,1242537,998475,984872,850329,811557,652596,565530,498907,385173,319786,167333,82902,39786,14294
95,185626,684799,918131,1065820,233651,902246,1105373,1185269,1252782,1005501,979121,859039,826725,649177,576612,498009,386461,324741,167025,80028,41987,14972
96,185097,680698,922004,1056940,234213,914187,1092778,1172009,1267245,1003205,979968,867189,828868,669965,577390,487412,391577,327616,170403,81708,41414,15537
97,184327,684673,921046,1046094,231376,925293,1088236,1170767,1251892,1023590,980677,879371,822651,668180,585953,484694,398327,330349,173143,81809,40985,17615
98,176935,687286,903928,1039206,238527,937789,1080636,1167806,1231264,1066339,974876,885580,802813,690531,576166,501478,389600,334379,177246,83959,38411,17589
99,165812,697081,884811,1042189,229399,928571,1091455,1170206,1233941,1081202,971398,886649,807087,688262,580245,507729,391610,328028,185526,77884,41885,17295
100,161660,706862,872051,1037809,227890,924523,1094391,1157946,1253432,1081957,959715,907352,802308,697634,574701,513341,389937,328802,193686,79750,38808,19397
101,153439,705438,873292,1025893,230551,926580,1104167,1146088,1254648,1083138,958428,914731,805587,710054,574535,510676,398584,325202,196595,78869,36867,20033
102,151982,698465,888251,1010050,209860,922156,1122204,1134702,1254249,1098296,953480,924852,823367,703071,570290,515591,403065,324680,194314,81731,32407,23337
103,159669,697078,877101,997537,217552,910575,1128457,1140411,1249492,1104343,961962,920334,822395,721899,569615,518363,400806,331531,194586,80839,31481,23744
104,156022,699608,872373,972285,233590,911261,1120261,1139092,1246653,1120317,961870,927850,826763,722607,562759,530561,402272,332643,202257,78752,32951,21581
105,158386,695195,871069,954015,237480,919574,1119979,1138192,1227821,1143593,950473,943384,825735,724712,577241,527412,400584,325324,205293,83235,35759,21268
106,163899,685433,869889,945521,246640,911789,1116432,1141570,1213514,1152794,946043,964075,820870,717804,590021,523371,406967,322328,210978,81422,37316,21072
107,159637,693238,863991,938033,236123,913986,1123547,1127063,1214000,1169916,938582,972763,821565,730537,582790,533612,396256,330536,206758,88246,39284,20334
108,164323,684612,850806,959263,205318,921600,1120695,1127764,1224776,1159474,960066,974469,808390,753747,585390,527382,401047,324122,215985,89567,36684,20481
109,166772,674297,849569,959336,195174,911504,1120315,1130639,1224129,1155438,980321,983224,810288,750591,595956,524359,412156,318740,221353,91417,39022,20713
110,173916,672740,851882,942235,195064,917532,1114179,1132887,1212435,1170332,983953,980658,803734,765697,598875,525636,410872,319897,226914,94048,38142,21668
111,173859,668406,853369,930262,200888,912862,1116068,1134617,1205668,1168918,990543,981204,814434,770139,603906,515228,424720,312520,230813,97428,38112,21785
112,171539,664972,854474,930393,207480,897344,1116343,1111030,1217064,1189693,992839,974432,816936,765969,610842,524957,431894,307780,231572,100382,36903,24125
113,164225,661589,858283,924498,204826,890382,1119229,1109774,1203510,1205308,998726,960152,832405,779235,608849,523060,433172,310318,233119,99418,38875,22760
114,153762,663429,872854,907698,196792,886630,1120265,1102364,1193255,1237125,989337,974112,836212,772175,621350,525166,431654,309071,236694,103234,40595,22754
115,156956,657037,869880,917471,181508,879794,1129394,1099574,1180478,1246429,995441,968361,847855,786679,615221,534476,432975,312292,240312,98964,38826,23425
116,161886,651703,865359,922004,182312,870110,1141897,1086979,1167409,1261336,993231,972651,855154,790968,632018,532361,422163,315137,243529,102471,40107,22790
117,162736,642519,867821,920671,177209,864494,1150573,1082316,1166061,1246084,1013907,973531,864742,787406,631053,538906,419961,323163,244115,105823,39436,23345
118,179623,640923,863279,903553,189485,847209,1168468,1075396,1162351,1226820,1052899,967975,870781,771513,653630,533058,432846,317460,247932,109834,40119,23449
119,179030,647048,862055,884436,205895,833173,1151777,1083916,1165122,1228842,1067110,965711,871257,775611,656196,537272,442614,312644,244742,116747,39335,25151
120,181903,652152,867783,871512,208886,825802,1146920,1086702,1154056,1246868,1067834,954108,892514,772419,665413,535848,443322,315577,243701,115666,40909,20792
121,186916,652039,858138,872753,210285,812422,1151638,1096766,1142327,1247008,1068049,952607,901473,776876,678069,536343,441539,322578,243172,119086,41145,20582
122,170575,668687,849888,887712,180395,826225,1126149,1115022,1131530,1246681,1085902,944029,912061,794344,668308,537765,444017,325555,242103,120289,41603,20698
123,167596,666409,856311,876562,173123,822846,1118655,1121943,1136691,1241828,1092549,952259,907771,794598,688770,534284,451838,319452,244324,121826,41258,18929
124,160662,678033,855341,871687,168289,802428,1136951,1113989,1135905,1237772,1107053,951888,913017,800669,690113,529721,462458,325106,244231,125365,42372,18609
125,178693,680569,853292,869725,165602,786845,1149090,1113707,1135302,1220410,1128715,940814,927670,797616,693401,543890,463107,327301,235826,130654,46432,19122
126,175756,677654,846658,868545,183253,760571,1151756,1113165,1138787,1205047,1143507,935895,947825,797499,684765,554049,455866,332217,235459,136885,46163,20403
127,176786,675812,851048,862647,176619,760122,1142541,1121229,1124530,1204489,1160593,928094,957070,796153,697369,544191,469678,321174,245853,135314,50333,20456
128,175240,675594,847397,849462,192296,765564,1117995,1118377,1125231,1213436,1150331,948998,959136,784007,720566,545416,465610,325827,241501,141288,51302,21002
129,156300,692390,841069,848225,200495,757438,1098164,1117588,1127344,1213882,1144738,969698,968507,786991,716084,556243,457844,332032,238327,145220,50374,22473
130,167004,679494,846656,850553,191778,749685,1102420,1111327,1129592,1203711,1159137,973753,965838,777219,737237,556829,454357,332565,242687,145663,51273,23446
131,175175,678739,842265,852040,193117,735685,1107036,1112892,1131451,1197074,1157780,981320,966828,784968,740413,563119,445608,343116,236474,144363,54508,23154
