period,Total_family_benefits,Total_contributive_child_benefits,Total_auh,Total_spouse_benefit,Total_school_aid,Total_wedding_benefit,Total_prenatal_benefit,Total_pregnancy_benefit,Total_birth_benefit,,
135,3482449.58108603,1845308.08350304,938825.923894111,573835.548948778,0,10410.887049862,67081.99286731,33767.5127945719,12861.3051276863,3482091,-358
136,3447228.26123005,1849971.10771459,902643.224830257,573344.601250548,0,10770.4101035104,72695.5565983074,29769.8065634232,12705.2258347814,3451900,4672
137,4216564.40404866,1888225.84007947,926245.509535282,579337.025158327,704400.183937392,11332.6583049193,56085.099060774,42456.3386140913,11604.9700450339,4219688,3123
138,3546769.31882139,1936839.08109524,866598.442631684,586006.071411972,0,11578.8854793779,68905.8283039359,69203.4314724867,13000.6427083528,3552132,5363
139,3534517.9279539,1970661.94900295,802119.155085857,585374.869954733,0,15081.4834351442,95211.9724374024,50862.9153877612,16927.8596210292,3536240,1722
140,3515378.2274154,1945243.55626453,825760.16536811,590493.773782766,0,16156.2799848167,76899.9795036658,42709.6873219763,13402.2720683351,3510666,-4713
141,4172009.08076275,1851518.57062265,915798.257008532,593971.759964934,692619.624515251,12549.8811611562,56323.2252753174,42823.573494492,10880.1458418136,4176485,4476
142,3621884.92936,1949940.79666944,923265.361203492,599379.246046705,0,13590.9378607532,83001.5858919871,42708.526256593,15050.6534159508,3626937,5052
143,3594090.57854924,1897701.18549891,957685.436025409,606908.85040894,0,10235.9458364217,63543.5591544483,42866.1134837935,11692.9715818782,3590634,-3457
144,3602874.53682977,1962827.34749475,893694.878510452,613417.136050997,0,11221.0311777468,74868.1157995019,38374.7320071005,13192.2367862018,3607595,4721
145,4203713.22967182,1899838.18617761,896756.853366891,616989.838452828,679591.985563214,9781.4497759779,54548.962953165,39154.3756961392,11261.4766686007,4207923,4210
146,3672417.61023527,1993006.43498032,884407.984965734,626052.70350915,0,17864.7788486514,93259.11998382,46565.83126347,16344.808112089,3677502,5084
147,3628327.99060448,1895482.06752445,980606.463730501,621627.59989526,0,11122.9560438221,54143.2975849927,54653.5555513945,10010.4696627252,3627646,-682
148,3578762.43349051,1949935.44654034,877646.610087766,625565.710322668,0,8471.94766683825,79430.6055335941,26703.1410375922,13693.4329266919,3581447,2684
149,4207491.56123952,1916429.87234014,854727.096995832,630645.685226191,691980.107947255,9596.42658639871,53321.441187515,41517.8643465868,9710.50755571195,4207929,437
150,3557859.06594085,1893953.29275093,894140.701878246,637451.443450606,0,11981.7439731519,65456.4290825707,46005.8563130408,12079.2304800767,3561069,3210
151,3637832.22442481,1949792.72152928,927538.386676605,642295.005032952,0,8861.85946156049,62619.6402732274,38711.0077324788,11404.3729338292,3641223,3391
152,3671339.84643791,1945383.24890498,967161.624472578,644919.675278773,0,9815.55530049475,53612.6082187056,48126.2363394964,10658.3723768215,3679677,8337
