period,Total_family_benefits,Total_contributive_child_benefits,Total_auh,Total_spouse_benefit,Total_school_aid,Total_wedding_benefit,Total_prenatal_benefit,Total_pregnancy_benefit,Total_birth_benefit,,
87,2545398.66580,1391114.79879,790698.70816,266958.36930,0.00000,3653.91397,56810.37998,27881.24665,8367.51244,"2,545,484.93",86
88,2604536.24051,1437549.37691,800282.47717,268559.37862,0.00000,6794.12327,63437.07960,18518.02816,9482.64662,"2,604,623.11",87
89,3180657.27001,1472041.01860,763878.76411,267279.04582,585110.02964,8534.82775,47690.76806,27177.98091,8833.90109,"3,180,546.34",-111
90,2627309.66370,1506065.08074,731515.30051,265610.02823,0.00000,7389.70559,79492.93496,25622.83217,11526.44335,"2,627,222.33",-87
91,2598888.60377,1460772.13326,771317.65922,262015.66619,0.00000,7220.13123,62260.35247,25841.97196,9483.85679,"2,598,911.77",23
92,2642260.61822,1483791.13046,783773.82968,265945.49258,0.00000,6318.87438,64331.96900,30135.60827,7875.31263,"2,642,172.22",-88
93,3144011.57890,1412084.20093,794653.69502,264464.38639,579344.95301,4751.79318,51814.03268,29802.09623,7335.51907,"3,144,250.68",239
94,2520455.33888,1406676.60282,748613.63056,266696.23755,0.00000,7499.14327,56415.75904,25680.94427,8970.14164,"2,520,552.46",97
95,2555571.95512,1393077.93296,777712.24279,265620.62038,0.00000,9236.90816,73604.59509,26739.37429,9587.12647,"2,555,578.80",7
96,2569657.97557,1488954.18601,726099.87175,264440.58724,0.00000,7012.24081,45842.19566,30246.25653,7064.23412,"2,569,659.57",2
97,3131223.69215,1433724.22737,762807.07826,261465.16568,566062.75383,5933.29111,57772.56323,35790.15131,7909.13419,"3,131,464.36",241
98,2615376.39925,1464029.30570,776131.03196,262177.69553,0.00000,8524.56765,50013.67475,47595.43223,6906.29317,"2,615,378.00",2
99,2529862.74944,1458341.30622,717437.09723,261097.54289,0.00000,6763.33600,51409.32962,27096.19120,8388.59797,"2,530,533.40",671
100,2501002.28274,1399258.43595,742991.66415,263506.55116,0.00000,5422.53068,45799.77625,37381.60892,7553.26387,"2,501,913.83",912
101,3022224.31633,1458815.53751,660902.28552,262029.60048,547476.23245,4593.79973,58543.44211,23432.07167,7745.40814,"3,023,538.38",1314
102,2430433.91571,1358597.23774,713074.72600,261102.63359,0.00000,7512.04648,56559.64531,26361.25276,8041.60571,"2,431,249.15",815
103,2427050.86846,1374923.77728,709948.61000,257248.37058,0.00000,8239.87436,42275.30170,29198.18541,6221.63305,"2,428,055.75",1005
104,2431769.98809,1461255.55846,617998.25987,257247.67865,0.00000,5389.52313,56525.06561,24239.82820,9954.04209,"2,432,609.96",840
105,2954925.72530,1431800.61799,631415.35202,256276.63838,535592.42010,7927.02668,61558.45834,23137.99176,7690.03095,"2,955,398.54",473
106,2445737.58361,1504361.02489,591565.50495,256410.84050,0.00000,7075.99665,60983.69756,17758.58696,8990.64262,"2,447,146.29",1409
107,2368736.07389,1396617.05717,631105.52670,258936.64086,0.00000,5483.87107,51382.34296,18259.54899,8397.81766,"2,370,182.81",1447
108,2358732.99071,1425935.08184,599597.58299,254821.13331,0.00000,10834.65016,42392.50396,20297.96132,6600.25046,"2,360,479.16",1746
109,2873252.75774,1412555.74751,592803.72877,253326.32172,530523.35819,6484.81064,53719.77923,16913.40637,8602.03053,"2,874,929.18",1676
110,2371606.09969,1455956.70052,573826.80471,251327.21963,0.00000,9688.32814,48641.47116,24792.78994,7536.76013,"2,371,770.07",164
111,2305970.46647,1350303.20524,630385.95330,252410.80960,0.00000,6580.39014,35040.02459,26914.39846,6086.13450,"2,307,720.92",1750
112,2268904.99183,1314149.64054,626365.54964,250912.06474,0.00000,5814.93188,44228.04798,21535.44828,6475.21509,"2,269,480.90",576
113,2781870.82795,1377393.97590,551996.18963,250445.11140,513795.18663,7280.30124,53754.30258,20198.92937,7196.31903,"2,782,060.32",189
114,2290807.12600,1319243.90646,615483.98684,250498.75839,0.00000,5404.64269,70865.45041,19144.20465,10214.43893,"2,290,855.39",48
115,2228523.17496,1329217.05496,557864.56812,250249.28093,0.00000,6879.95421,57808.12442,17131.43802,9567.77617,"2,228,718.20",195
116,2163756.12931,1267626.72606,553216.99482,249805.69933,0.00000,7205.53017,53854.19865,24518.92080,7558.57698,"2,163,786.65",31
117,2706248.21482,1290477.85456,559887.05537,249023.28093,505541.10992,6829.26469,66171.56209,20887.61129,7743.81691,"2,706,561.56",313
118,2116659.01578,1243287.08871,542069.45875,249790.26782,0.00000,6596.60305,40978.18400,27734.25904,6092.28038,"2,116,548.14",-111
119,2158900.36430,1236433.37691,563736.68366,249257.90464,0.00000,11455.47640,58277.23661,25769.46256,8886.15770,"2,153,816.30",-5084
120,2142842.79443,1257270.51424,543451.88058,249770.74749,0.00000,5207.89301,58623.58652,21834.88836,7395.76156,"2,143,555.27",712
121,2613120.35035,1243074.55853,538741.12672,250525.13968,489642.78707,7544.44558,53538.44984,22808.28377,7595.78791,"2,613,470.58",350
122,2101630.15145,1215964.85787,538642.81375,250718.15865,0.00000,8212.94952,49391.70888,33103.16061,6087.34737,"2,102,121.00",491
123,2062569.46168,1199856.59372,526719.17811,250059.55160,0.00000,8108.47188,49674.90980,20868.48530,7134.64802,"2,062,421.84",-148
124,2092504.24468,1225343.21499,525471.33271,248214.71697,0.00000,5717.51858,53803.64517,25786.56235,8078.63336,"2,092,415.62",-89
125,2567418.10529,1319653.64573,435268.92781,248326.58381,481049.35329,5795.90222,51526.43855,18393.82761,7571.41492,"2,567,586.09",168
126,2087277.83666,1273086.20255,484850.93103,247113.89313,0.00000,7038.80816,48417.69643,19224.79695,5597.54298,"2,085,329.87",-1948
127,2081637.71490,1278469.85727,465767.00842,247285.40640,0.00000,7010.97356,57637.21046,14020.15855,7049.44576,"2,077,240.06",-4398
128,2062937.74981,1212882.59094,503851.95490,245032.69959,0.00000,8271.41045,66644.35214,20486.65811,7071.87625,"2,064,241.54",1304
129,2475854.18608,1219230.40101,464103.04979,244842.33497,466712.20105,3602.57277,52858.03922,19702.75444,6166.51868,"2,477,217.87",1364
130,2030061.75167,1274654.99089,417608.82079,243325.07517,0.00000,9126.76329,65376.91089,12461.45111,9135.33970,"2,031,689.35",1628
131,2014523.72571,1236556.41728,440243.47573,244590.72168,0.00000,7774.29523,59847.73762,17745.07354,8482.46525,"2,015,240.19",716
132,2042011.48937,1220604.90368,493892.91707,244443.15281,0.00000,9502.18952,48408.34832,17857.39600,8393.24026,"2,043,102.15",1091
133,2472772.01619,1199634.29367,467665.47146,241323.26311,467688.11122,7987.88363,52388.57305,29336.70264,7799.32620,"2,473,823.62",1052
134,1991981.63845,1172335.10909,489214.21920,240513.91938,0.00000,7701.45804,43536.21208,33232.70197,6035.84175,"1,992,569.46",588
135,1980188.82695,1210213.79262,432206.04074,239213.20565,0.00000,8775.60507,61604.40955,19220.59274,8654.12107,"1,979,887.77",-301
136,1960556.18707,1197976.20378,423419.02253,243654.19506,0.00000,8187.83920,49234.32795,31804.02160,8081.38372,"1,962,356.99",1801
137,2418885.81338,1233634.90230,387952.38088,242791.39955,453104.66532,6373.23529,60948.92785,25339.81609,9208.18326,"2,419,353.51",468
138,1950446.08563,1240077.16884,386501.37458,240897.36043,0.00000,7331.12473,55051.55427,16856.56528,7199.56163,"1,953,914.71",3469
139,1928676.27860,1208846.18160,407464.53686,237297.83027,0.00000,5721.94085,42559.52583,17749.73252,7038.52223,"1,926,678.27",-1998
140,1878212.13514,1155066.11097,409184.51328,236063.93900,0.00000,8069.18267,48911.81371,20642.11799,6453.67250,"1,884,391.35",6179
141,2323800.55711,1129521.90855,426240.93194,240437.16379,452033.76031,9311.87673,40600.24759,17786.65634,7154.27834,"2,323,086.82",-714
142,1916328.50573,1207920.31219,403102.70586,240979.19393,0.00000,5419.87074,37293.66859,16035.69287,6947.70246,"1,917,699.15",1371
143,1858094.19280,1156671.16889,386487.19544,241404.09980,0.00000,7657.18516,51191.76426,8458.05069,6540.76402,"1,858,410.23",316
144,1864342.81831,1195362.93264,358791.93361,238883.31218,0.00000,7501.66436,39162.61384,17745.01370,6760.09759,"1,864,207.57",-135
145,2275957.02073,1151112.11631,364059.88053,239366.63645,453056.45351,7710.24752,47340.70075,9307.87430,7747.08010,"2,279,700.99",3744
146,1802540.05014,1129801.83468,369455.70580,239618.08839,0.00000,5574.06758,33690.92860,19984.77892,7131.14895,"1,805,256.55",2717
147,1773475.76308,1152389.56537,309312.05627,238874.80571,0.00000,7997.60592,43602.94283,11574.46098,7826.17277,"1,771,577.61",-1898
148,1748958.98124,1091372.68224,359045.72399,240724.38737,0.00000,7634.86808,42992.42121,8548.58087,5283.19075,"1,755,601.85",6643
149,2182603.66062,1142933.38481,314533.69581,237016.64562,425122.89217,9972.02119,30023.46694,12710.14288,5533.45133,"2,177,845.70",-4758
150,1767746.75271,1100297.93543,357951.27824,240572.11262,0.00000,10007.18085,42569.63979,12680.15889,6938.47211,"1,771,016.78",3270
151,1752614.87174,1113399.34555,325233.77501,240377.07166,0.00000,6443.51703,46160.94801,16801.17257,7877.37123,"1,756,293.20",3678
152,1650153.31147,1007546.41204,350530.53552,236872.09947,0.00000,7281.52755,33038.73648,15175.76851,5293.01987,"1,655,738.10",5585
