period,"total pensions, pre-2016, cost","total net pensions, pre-2016","total pensions, post-2016, cost","total net pensions, post-2016",total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,"total universal pensions, cost",total net universal pensions," total thirteenth month of pension pre-2016, cost",total net thirteenth month of pension pre-2016," total thirteenth month of pension post-2016, cost",total net thirteenth month of pension post-2016," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
57,19435377.07346067,18665392.24759557,19520459.546617247,18745369.758386977,15712385.709959641,2953006.537635926,15792364.206736932,2953005.551650046,48690.42054070307,47229.70792448197,0.0,0.0,0.0,0.0,0.0,0.0
58,20795707.75665226,19969396.402794924,20887889.42365362,20056047.15648299,16735856.669125956,3233539.733668969,16822508.389618892,3233538.7668640986,80822.49575855945,78397.82088580266,3467585.5732699907,3276818.5012653437,3482949.182079932,3291260.291495821,13470.415959759908,13066.303480967108
59,20006867.48677482,19211307.792235073,20095133.477622736,19294277.811196066,16056577.82673134,3154729.965503736,16139548.773176666,3154729.038019396,112111.47598518206,108748.13170562661,0.0,0.0,0.0,0.0,0.0,0.0
60,21736657.135771338,20871450.55028813,21834346.90936402,20963278.925270222,17374037.08400402,3497413.466284114,17465866.422067504,3497412.5032027154,139896.20759389744,135699.32136608052,3624032.62944163,3425354.641885413,3640314.2562115043,3440659.369189343,23316.034598982904,22616.553561013417
61,20509291.584265824,19689920.79739338,20601560.996336058,19776654.034179106,16333150.473636184,3356770.3237572005,16419884.560070362,3356769.4741087467,172563.81102186764,167386.89669121162,0.0,0.0,0.0,0.0,0.0,0.0
62,20325867.339151632,19513463.511004977,20420858.885498043,19602755.37519309,16123974.910948036,3389488.600056942,16213267.488243705,3389487.886949383,207796.32840764808,201562.43855541863,3388173.0260090088,3202135.1863972866,3404004.916822502,3217017.162286579,34632.721401274684,33593.73975923644
63,20167497.782409836,19361058.97261106,20260709.150433842,19448677.47820641,15939021.659544257,3422037.3130667987,16026640.775831034,3422036.7023753757,236148.6126012484,229064.15422321096,0.0,0.0,0.0,0.0,0.0,0.0
64,20384987.41405221,19567332.460601397,20480606.45556536,19657214.941974226,16022869.638426263,3544462.822175136,16112752.656464497,3544462.2855097307,252594.05899782188,245016.23722788718,3396996.8437292255,3211702.8959299293,3412933.4539017132,3226683.308463733,42099.009832970296,40836.039537981196
65,20566177.74289478,19740365.28623097,20665951.543089643,19834153.242425386,16152980.185973737,3587385.100257231,16246768.636683945,3587384.605741441,281493.07134524686,273048.27920488943,0.0,0.0,0.0,0.0,0.0,0.0
66,20702096.568727378,19869899.747563798,20803499.27144982,19965218.87272742,16228901.44039101,3640998.307172786,16324221.041653018,3640997.8310744013,320375.5152050447,310764.24974889343,3449500.7535685864,3261983.140577248,3466401.307675612,3277869.660453144,53395.919200840784,51794.04162481557
67,20875105.18253146,20035566.7528866,20978241.42872367,20132515.40960886,16331966.543104257,3703600.2097823406,16428915.675065745,3703599.7345431177,384296.0292031477,372767.14832705323,0.0,0.0,0.0,0.0,0.0,0.0
68,21282318.326464124,20427618.578832664,21387711.42800078,20526688.680349544,16674221.75770384,3753396.821128826,16773292.331239609,3753396.3491099384,409594.9479841641,397307.0995446392,3545541.405186946,3346118.3005193607,3563107.0260232724,3362629.983145965,68265.82466402734,66217.84992410653
69,21407192.660258327,20545265.78580514,21515038.131829914,20646641.11486863,16711397.506768508,3833868.2790366365,16812773.346352074,3833867.768516555,429950.1122964575,417051.6089275638,0.0,0.0,0.0,0.0,0.0,0.0
70,21573548.306565925,20703102.720758162,21682836.91035686,20805834.59478552,16801964.749719966,3901137.971038199,16904697.130979594,3901137.463805926,467504.77960456803,453479.6362164309,3593612.6476867488,3390825.1118641016,3611827.5189681943,3407947.0897486415,77917.463267428,75579.93936940515
71,21614823.967531316,20741625.67345,21724081.501419928,20844328.34246902,16774734.851676231,3966890.8217737703,16877438.02708066,3966890.3153883624,514574.61120864784,499137.3728723884,0.0,0.0,0.0,0.0,0.0,0.0
72,21761869.74552839,20881208.03900496,21872971.41902018,20985644.200056843,16868126.887765814,4013081.151239148,16972563.559124645,4013080.6409321986,561590.8361880376,544743.1111023965,3624575.133771137,3419419.532463465,3643092.1836030316,3436825.8660251717,93598.47269800626,90790.51851706607
73,21889495.52488307,21001548.228036553,22003180.74475664,21108412.92266867,16937387.103106283,4064161.1249302747,17044252.330487106,4064160.592181562,608479.1247887692,590224.7510451061,0.0,0.0,0.0,0.0,0.0,0.0
74,21962355.111201704,21069667.889321063,22077394.456310328,21177805.462259363,16943587.060730614,4126080.828590448,17051725.10263149,4126080.359627874,646603.3525217974,627205.2519461436,3657422.725086071,3449793.481323208,3676596.0536212297,3467816.7174237007,107767.22542029958,104534.20865769059
75,22062168.860817898,21163674.499073382,22177753.539463695,21272324.686187353,16937089.213189997,4226585.285883386,17045739.854079112,4226584.8321082415,679002.7707020398,658632.6875809787,0.0,0.0,0.0,0.0,0.0,0.0
76,22178270.73075105,21272738.869316578,22295123.72882841,21382581.2770637,16976965.934483644,4295772.934832937,17086808.805943597,4295772.471120109,734944.0270333542,712895.7062223537,3692731.8808375495,3482569.625236117,3712207.4850480333,3500877.2844396033,122490.6711722257,118815.95103705893
77,22273206.99279715,21361948.545101248,22393179.17568657,21474722.986967675,16995858.57341528,4366089.97168596,17108633.488035772,4366089.498931909,789385.4969487927,765703.9320403287,0.0,0.0,0.0,0.0,0.0,0.0
78,22470132.248720955,21546902.068586063,22593840.285391036,21663188.21367344,17113686.303334247,4433215.76525182,17229972.921474233,4433215.2921992075,813666.435171893,789256.4421167363,3740735.4889016966,3527440.59931738,3761353.5997327915,3546822.216023708,135611.07252864883,131542.74035278938
79,22569218.506943338,21640891.634796415,22694236.060954697,21758408.72672343,17134942.07023583,4505949.564560585,17252459.639685787,4505949.087037642,843240.3285021354,817943.1186470713,0.0,0.0,0.0,0.0,0.0,0.0
80,22610278.101456847,21678491.39997108,22737222.29437721,21797822.99694376,17137390.440460645,4541100.959510439,17256722.438685343,4541100.558258417,845965.0160930178,820586.065610227,3763733.2886590254,3548421.0015025917,3784891.3732286496,3568310.1948505286,140994.16934883627,136764.3442683712
81,22712850.286901675,21775712.547696453,22842429.74419149,21897521.29789833,17196110.35231997,4579602.195376481,17317919.498247832,4579601.799650497,891318.6103323076,864579.0520223385,0.0,0.0,0.0,0.0,0.0,0.0
82,22869760.70340888,21924135.52173671,23000904.79375934,22047415.031545933,17301023.829484437,4623111.692252275,17424303.73585302,4623111.295692917,933911.8405112263,905894.4852958897,3806635.6173570924,3588546.243335773,3828493.6864722036,3609093.5687679527,155651.97341853773,150982.4142159816
83,22930562.78821364,21981554.177874874,23062479.228631295,22105559.701332945,17299427.237098202,4682126.940776673,17423433.156324603,4682126.545008337,957684.1486888804,928953.6242282139,0.0,0.0,0.0,0.0,0.0,0.0
84,23007404.88515711,22053840.424727585,23139077.23190327,22177616.504407432,17330019.6998577,4723820.724869886,17453796.184790555,4723820.319616876,1003501.8290246554,973396.7741539157,3829350.7502498683,3609496.5539454436,3851296.86366828,3630126.642638886,167250.30483744259,162232.79569231925
85,23190710.434045147,22226602.29380943,23324685.98796727,22352543.39218477,17442834.076932494,4783768.216876932,17568775.600224495,4783767.791960276,1015358.9967126234,984898.2268112446,0.0,0.0,0.0,0.0,0.0,0.0
86,23222673.741212673,22255684.14055008,23358893.027206086,22383734.351430733,17449667.262942486,4806016.87760759,17577717.9060981,4806016.445332626,1017301.767040149,986782.7140289445,3864854.913627435,3642276.998498305,3887558.851726843,3663619.443913615,169550.2945066915,164463.78567149077
87,23266780.988558102,22297522.952718407,23403599.529839065,22426136.468635563,17416809.714617234,4880713.238101171,17545423.647141997,4880712.821493562,1067871.772914558,1035835.6197271211,0.0,0.0,0.0,0.0,0.0,0.0
88,23410607.183948025,22433930.559025466,23548237.594861895,22563307.236550324,17477386.177784394,4956544.381241071,17606763.28594989,4956543.950600431,1177285.4779957123,1141966.9136558408,3895600.7580260695,3671319.7933351076,3918539.885246788,3692883.3182029957,196214.2463326187,190327.81894264015
89,23603143.00426639,22617712.569165144,23743186.798383247,22749357.831485603,17604744.847052764,5012967.722112382,17736390.540244143,5012967.291241458,1290264.3210193857,1251556.391388804,0.0,0.0,0.0,0.0,0.0,0.0
90,23783170.26328426,22788534.453205302,23924265.7947863,22921168.353429582,17707287.78925416,5081246.663951147,17839922.117257386,5081246.236172199,1398041.9253969858,1356100.667635076,3957195.436728027,3730021.2544423845,3980712.085703963,3752127.939943869,233006.98756616426,226016.77793917936
91,24018188.360780224,23011688.088224113,24160200.032793723,23145183.16537544,17816251.036263812,5195437.051960302,17949746.533304315,5195436.632071135,1486114.0986030614,1441530.6756449696,0.0,0.0,0.0,0.0,0.0,0.0
92,24170265.157520175,23156474.790761895,24313001.96629163,23290651.502647694,17909483.42255598,5246991.368205912,18043660.50341949,5246990.999228206,1589442.7189607096,1541759.4373918884,4021111.499553291,3790769.3117680554,4044901.6966961646,3813133.681349817,264907.11982678494,256959.90623198144
93,24281325.509605598,23262342.2567392,24425256.736454077,23397641.7258254,17990369.729058594,5271972.527680607,18125669.58113447,5271972.14469093,1675815.3853535294,1625540.9237929233,0.0,0.0,0.0,0.0,0.0,0.0
94,24481870.805327803,23452709.240759138,24628683.72034308,23590717.501326617,18139612.94160607,5313096.299153064,18277621.585591692,5313095.915734927,1776995.444669486,1723685.5813294016,4072655.197270843,3839932.5836469443,4097124.7470168523,3862935.548154901,296165.9074449144,287280.93022156693
95,24704872.068532784,23663684.616423965,24853259.016550217,23803172.472623147,18234927.566917222,5428757.0495067425,18374415.806963485,5428756.665659666,1893706.4915462115,1836895.296799825,0.0,0.0,0.0,0.0,0.0,0.0
96,24891642.58244247,23841616.595873896,25041293.450099584,23982292.38328213,18314973.29514095,5526643.300732949,18455649.466128882,5526642.917153244,1995436.6596694333,1935573.5598793505,4140241.901442104,3904328.1333196224,4165184.416940016,3927775.6891925717,332572.7766115722,322595.593313225
97,25159213.061556388,24095211.18696557,25311743.989025142,24238594.235369734,18484753.50089466,5610457.686070912,18628136.922649678,5610457.312720062,2063421.0468197428,2001518.41541515,0.0,0.0,0.0,0.0,0.0,0.0
98,25379077.734364547,24304284.47396878,25533400.044919465,24449351.42692265,18615833.37364849,5688451.10032029,18760900.70037089,5688450.726551762,2125863.3308374956,2062087.43091237,4221150.520121031,3980917.802124972,4246871.611070299,4005097.3148702933,354310.55513958266,343681.23848539515
99,25525469.783003617,24443307.026535228,25680570.029311195,24589105.243674707,18684745.52894569,5758561.4975895425,18830544.12588399,5758561.1177907195,2205028.387538102,2138877.535911959,0.0,0.0,0.0,0.0,0.0,0.0
100,25668558.944507785,24578892.20136672,25823433.162727,24724477.69130945,18780222.808213256,5798669.393153454,18925808.65796865,5798669.033340803,2294036.9028859907,2225215.795799411,4269104.751841556,4026633.1578876534,4294917.781973247,4050899.0972876265,382339.4838143318,370869.2992999018
101,25737889.24570154,24644194.04696829,25894000.095053926,24790941.97431343,18761371.857662216,5882822.189306072,18908120.14618673,5882821.8281267015,2369871.081910773,2298774.9494534503,0.0,0.0,0.0,0.0,0.0,0.0
102,25915196.88020755,24812160.240055263,26071933.787593506,24959496.6661555,18884244.024281472,5927916.21577379,19031580.802546237,5927915.863609261,2427552.3673592447,2354725.7963384674,4309737.680748531,4065361.229534789,4335861.160553537,4089918.9954138417,404592.06122654094,392454.29938974464
103,26102601.822137833,24989998.451690257,26261560.98318436,25139423.800259836,19018609.429218955,5971389.022471305,19168035.135131698,5971388.665128138,2505650.616057309,2430481.0975755895,0.0,0.0,0.0,0.0,0.0,0.0
104,26260181.00589372,25139656.153073266,26420778.393374026,25290621.437958535,19128076.16943557,6011579.983637693,19279041.831227995,6011579.606730534,2609575.7834035014,2531288.5099013965,4366973.133922411,4119766.455655163,4393740.028405616,4144929.0351005397,434929.2972339169,421881.4183168993
105,26495426.37279539,25363401.381375883,26657395.199545197,25515655.8231421,19245428.157801297,6117973.223574582,19397682.98391741,6117972.839224695,2699815.026383408,2618820.575591905,0.0,0.0,0.0,0.0,0.0,0.0
106,26657912.58148433,25517934.527049404,26820268.076164592,25670552.70815277,19355943.15568376,6161991.371365644,19508561.717944898,6161990.990207874,2804145.415929661,2720021.0534517714,4432840.497541072,4182422.1914069424,4459900.458729613,4207860.257339947,467357.56932161015,453336.84224196186
107,26882229.602145623,25731587.974820666,27044554.97181404,25884177.842800844,19479536.56348553,6252051.411335133,19632126.803824805,6252051.03897604,2890527.7013554727,2803811.8703148086,0.0,0.0,0.0,0.0,0.0,0.0
108,27175494.906612717,26010300.510714937,27338648.52810322,26163669.06455999,19685047.66720119,6325252.843513744,19838416.59181843,6325252.472741557,2972492.4350973894,2883317.6620444674,4518616.661222665,4263705.811217337,4545809.667223561,4289269.150417759,495415.40584956476,480552.9436740779
109,27302928.359673843,26131228.02619009,27460807.78200549,26279638.837446082,19736688.70274591,6394539.323444177,19885099.88590172,6394538.951544364,3064246.949458388,2972319.5409746366,0.0,0.0,0.0,0.0,0.0,0.0
110,27473158.75606385,26292620.15987065,27632276.92772173,26442195.400127146,19809816.65327351,6482803.506597137,19959392.26628692,6482803.133840222,3143140.3980845152,3048846.18614198,4567806.814911741,4310628.9423897145,4594327.247581332,4335560.293691484,523856.7330140859,508141.03102366335
111,27664633.937451307,26475020.17883397,27823144.288459595,26624024.16228232,19929287.112825774,6545733.0660081925,20078291.469448064,6545732.692834265,3242125.6400228073,3144861.870822123,0.0,0.0,0.0,0.0,0.0,0.0
112,27873190.623168204,26673087.60484909,28030098.540970355,26820585.305842187,19985193.259365175,6687894.34548392,20132691.333949674,6687893.9718925115,3313091.4561191243,3213698.7124355505,4634145.573795801,4373600.491653443,4660297.648439966,4398185.497426906,552181.9093531873,535616.4520725918
113,28031419.585889902,26821643.957343176,28188551.65110077,26969352.36170245,20129665.0638264,6691978.893516783,20277373.84096122,6691978.52074123,3373920.7176815993,3272703.096151151,0.0,0.0,0.0,0.0,0.0,0.0
114,28252742.69509297,27031350.164561626,28409509.84530017,27178715.27579693,20255971.182291966,6775378.982269661,20403336.656685416,6775378.6191115165,3472621.963893939,3368443.304977121,4696840.0926365815,4433110.737079386,4722968.658458444,4457673.804554269,578770.3273156566,561407.2174961867
115,28398971.797331475,27169816.506685946,28555867.306157477,27317302.279461022,20331307.27575391,6838509.230932036,20478793.41292325,6838508.866537766,3528781.7841492607,3422918.3306247825,0.0,0.0,0.0,0.0,0.0,0.0
116,28504211.820905726,27269274.352558862,28660941.030981705,27416603.80901727,20396319.687757894,6872954.664800968,20543649.507737163,6872954.301280109,3606576.7335813325,3498379.4315738925,4738361.842456296,4472585.206451711,4764484.086509206,4497142.336426253,601096.1222635555,583063.2385956489
117,28714528.812539868,27469581.987159036,28870735.25048882,27616420.04195948,20595509.302446727,6874072.684712307,20742347.738524407,6874072.303435072,3716011.4560459508,3604531.112364572,0.0,0.0,0.0,0.0,0.0,0.0
118,28856320.886537563,27604043.36149125,29011469.97939124,27749887.51666618,20689328.000275616,6914715.361215637,20835172.527918596,6914714.988747587,3835832.681825858,3720757.7013710826,4796958.748157312,4528590.229955478,4822817.640918824,4552900.057852172,639305.4469709764,620126.283561847
119,29072685.3731804,27810388.730091933,29228392.358320456,27956757.30849979,20788847.234334283,7021541.495757647,20935216.185626883,7021541.122872906,3929942.265747701,3812043.9977752697,0.0,0.0,0.0,0.0,0.0,0.0
120,29229320.019089736,27959871.633331846,29385683.640863188,28106857.455106124,20931174.574432176,7028697.058899674,21078160.769508354,7028696.685597775,4020242.412214999,3899635.1398485494,4858920.900027275,4587602.212860157,4884982.2159447,4612102.324126167,670040.4020358332,649939.1899747582
121,29423658.869679943,28145229.82920713,29579968.828717656,28292165.21250409,21074799.6442244,7070430.184982727,21221735.402261075,7070429.810243012,4112027.5457989415,3988666.7194249723,0.0,0.0,0.0,0.0,0.0,0.0
122,29565761.324462462,28279156.664011393,29722385.6730518,28426387.57798618,21159395.329798646,7119761.334212749,21306626.620006517,7119760.957979658,4136983.1565403403,4012873.6618441297,4914944.242912029,4640862.44080468,4941049.0148933735,4665403.406310008,689497.1927567233,668812.2769740216
123,29668531.085812196,28377445.064212054,29825721.40460466,28525207.9946821,21221742.392822154,7155702.671389902,21369505.715940405,7155702.2787417,4241887.219616158,4114630.603027673,0.0,0.0,0.0,0.0,0.0,0.0
124,29863194.377452385,28563526.01798605,30020900.197990835,28711773.238447685,21368420.060572382,7195105.95741367,21516667.674121484,7195105.564326205,4343340.038210821,4213039.837064496,4964473.853419693,4688358.551348727,4990758.821586651,4713068.906734998,723890.0063684701,702173.3061774161
125,30095273.816804443,28784711.88568593,30253669.17092447,28933607.271908525,21549171.26769925,7235540.617986673,21698067.04744907,7235540.224459449,4447529.013824114,4314103.14340939,0.0,0.0,0.0,0.0,0.0,0.0
126,30324759.44830988,29002230.72583999,30480694.084544875,29148813.04144964,21699613.564591166,7302617.161248833,21846196.239387907,7302616.802061735,4511890.5970623065,4376533.879150437,5041213.524060693,4761185.826780275,5067203.296331907,4785618.7604305195,751981.766177051,729422.3131917395
127,30467255.452463113,29137553.222709205,30622007.55471025,29283023.96057393,21767453.4075298,7370099.815179415,21912924.49134079,7370099.469233139,4609971.362246689,4471672.2213792885,0.0,0.0,0.0,0.0,0.0,0.0
128,30547109.539764944,29212316.723064125,30700183.63252749,29356210.1359449,21776978.12007554,7435338.602988593,21920871.879289605,7435338.256655297,4674507.147533598,4534271.933107588,5077095.456351463,4795479.141086587,5102608.472819684,4819463.629644654,779084.5245889327,755711.9888512649
129,30814807.315902583,29466928.70908237,30967633.665226053,29610588.902993593,22012862.805600505,7454065.903481865,22156523.34623247,7454065.556761118,4771906.498377785,4628749.30342645,0.0,0.0,0.0,0.0,0.0,0.0
130,31010478.88826905,29653019.91500776,31161786.870251708,29795252.84742038,22120470.3105795,7532549.604428256,22262703.504404627,7532549.343015753,4891373.975898775,4744632.756621811,5154023.846341953,4868629.043973205,5179242.45137965,4892336.79082531,815228.9959831291,790772.1261036353
131,31124783.779316995,29761548.680583995,31274509.60656902,29902294.24659846,22183360.839051854,7578187.841532145,22324106.666771274,7578187.579827191,4967065.526340858,4818053.560550632,0.0,0.0,0.0,0.0,0.0,0.0
132,31331129.338121835,29957775.8550599,31479795.300004996,30097525.25489186,22303179.702267177,7654596.152792717,22442929.36409687,7654595.89079499,5069168.471193022,4917093.417057232,5207265.989804391,4919532.647330609,5232044.252185945,4942826.576667189,844861.4118655039,819515.5695095387
133,31518152.003438953,30136411.762714013,31665729.25500879,30275137.778650265,22436815.215385344,7699596.547328661,22575541.493612435,7699596.28503783,5174381.041767092,5019149.61051408,0.0,0.0,0.0,0.0,0.0,0.0
134,31652690.06354871,30265168.682643943,31800253.531632263,30403881.745906167,22578356.509510707,7686812.173133237,22717069.83535719,7686811.910548973,5274089.515248485,5115866.82979103,5260971.7267717365,4971147.49312888,5285566.241534541,4994268.783543393,879014.9192080807,852644.4716318382
135,31983828.735893555,30580008.508208208,32130916.68275951,30718274.58624013,22863039.37268856,7716969.13551965,23001305.713598512,7716968.872641627,5401741.254446092,5239689.016812709,0.0,0.0,0.0,0.0,0.0,0.0
136,32141766.53983057,30731746.471012544,32288061.141448535,30869266.808323953,23005028.986980256,7726717.484032281,23142549.587463785,7726717.220860169,5535865.890722049,5369789.914000387,5342241.171154919,5048760.925565486,5366624.209685312,5071683.798571912,922644.3151203415,894964.9856667313
137,32439427.619110137,31015935.700993903,32586470.70518546,31154159.61751209,23259703.48458433,7756232.216409572,23397927.671441283,7756231.946070811,5659216.05262289,5489439.571044203,0.0,0.0,0.0,0.0,0.0,0.0
138,32565171.668279808,31135278.17099484,32711746.217680495,31273061.668075018,23337469.300705414,7797808.870289431,23475253.074726265,7797808.593348756,5737065.554779065,5564953.588135692,5412920.2742024055,5116012.291572364,5437349.972266267,5138979.076054855,956177.5924631774,927492.264689282
139,32673811.012214594,31239025.487207867,32819600.16251122,31376071.18532467,23387086.05607686,7851939.431131011,23524132.04050461,7851939.14482006,5832415.040171163,5657442.588966028,0.0,0.0,0.0,0.0,0.0,0.0
140,32832848.527962334,31390042.00384668,32978018.66786838,31526505.83655583,23483705.816096652,7906336.187750025,23620169.935437065,7906335.901118769,5919135.092903897,5741561.040116781,5457231.774301627,5158307.881104234,5481427.489320981,5181054.670207303,986522.5154839832,956926.8400194637
141,33066678.08358703,31612637.61847856,33211039.338249017,31748341.10342266,23672124.700046144,7940512.918432415,23807828.47419631,7940512.629226344,6001349.755927395,5821309.2632495705,0.0,0.0,0.0,0.0,0.0,0.0
142,33140029.425191786,31682180.584471744,33282625.365935985,31816224.678702384,23753862.4378448,7928318.146626941,23887906.83454086,7928317.844161523,6043753.375172091,5862440.773916928,5508556.498887934,5207283.969304649,5532323.18226216,5229628.130541475,1007292.2291953483,977073.462319488
143,33338035.99709758,31869989.354055386,33479421.897549443,32002896.014785375,23863486.91818713,8006502.435868254,23996393.86704819,8006502.147737186,6118971.325898213,5935402.186121267,0.0,0.0,0.0,0.0,0.0,0.0
144,33441145.31049619,31969459.234755263,33581101.552434936,32101022.020861953,23979413.03681055,7990046.197944714,24110976.10248107,7990045.918380874,6245387.399141,6058025.777166769,5558731.23016851,5255521.498975087,5582057.96529381,5277452.4666702375,1040897.8998568334,1009670.9628611284
145,33561574.48975572,32084441.489649378,33700536.11161702,32215069.34101836,24040375.360759016,8044066.128890357,24171003.4715829,8044065.869435458,6362543.546510962,6171667.240115633,0.0,0.0,0.0,0.0,0.0,0.0
146,33794252.901154585,32306273.51219241,33932850.73913918,32436559.698881786,24248367.16631661,8057906.345875799,24378653.612751152,8057906.086130637,6472718.705228462,6278537.144071609,5617483.976948433,5311765.827110581,5640584.364659315,5333484.037471237,1078786.4508714103,1046422.8573452681
147,34062905.17955587,32561944.264451507,34200734.34310369,32691507.901890215,24493977.84855381,8067966.415897698,24623541.746028267,8067966.155861953,6571765.099130248,6374612.146156342,0.0,0.0,0.0,0.0,0.0,0.0
148,34203950.70853276,32696997.737564392,34340967.73664758,32825797.972913776,24644680.308618683,8052317.428945706,24773480.806520116,8052317.16639366,6682089.002114991,6481626.332051542,5685764.533424715,5377009.335913811,5708601.454585955,5398480.564542462,1113681.5003524986,1080271.0553419234
149,34328865.36017805,32815216.31523479,34464243.446043245,32942475.770028625,24718662.33430695,8096553.980927837,24845922.06252144,8096553.707507185,6758654.442666848,6555894.809386841,0.0,0.0,0.0,0.0,0.0,0.0
150,34567894.393206544,33042103.919406887,34702715.659852386,33168839.968669947,24893672.11536161,8148431.8040452795,25020408.438351203,8148431.530318742,6855443.969776185,6649780.650682899,5746150.753523218,5434534.535161243,5768621.684243618,5455661.742900579,1142573.9949626976,1108296.7751138166
151,34764576.923384614,33229704.21762294,34898468.00681115,33355562.14934393,24999220.051051337,8230484.166571602,25125078.256805085,8230483.89253884,6965041.762613956,6756090.509735536,0.0,0.0,0.0,0.0,0.0,0.0
152,34961891.374559686,33416784.50650031,35095288.68447816,33542178.137536548,25111179.606753584,8305604.899746727,25236573.512129154,8305604.625407399,7022139.301923673,6811475.122865962,5811597.488794299,5497180.176927948,5833830.402098597,5518084.212174071,1170356.5503206123,1135245.8538109937
